id,height,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,PER,FTr,PTSper100,FGAper100,FT%,2P%,3P%,3FGA%,Avg Dist,0-3ft FGA%,3-10ft FGA%,10-16ft FGA%,16-3P,% of Ast 2s,% of Ast 3s,% Corner 3s,cluster,player type
MAHMOUD ABDUL-RAUF2000-2001,-0.375,-0.896551724,-0.867724868,0.141361257,-0.661016949,-0.98540146,-0.681260946,0.215789474,0.143617021,-0.842666667,0.152173913,0.481707317,0.518,0.114827202,-0.428,-0.886178862,0.404081633,-0.944,-0.865937073,-0.357142857,0.775223499,0.086,0,-0.985913215,9,Floor General
TARIQ ABDUL-WAHAD2000-2001,0.03125,-0.689655172,-0.492063492,-0.717277487,-0.423728814,-0.693430657,-0.260945709,-0.294736842,-0.436170213,-0.568,-0.5,-0.298780488,0.166,-0.1393534,-0.2,-0.81981982,-0.110204082,-0.424,-0.532147743,-0.492481203,-0.195402299,0.282,1,-0.937184384,3,Role player
TARIQ ABDUL-WAHAD2001-2002,0.03125,-0.129310345,-0.502645503,-0.692844677,-0.186440678,-0.751824818,-0.499124343,-0.189473684,-0.223404255,-0.701333333,-0.391304348,-0.054878049,0.454,-0.170568562,0,-0.972789116,-0.379591837,-0.21,-0.403556772,-0.515037594,-0.374201788,0.334,1,-1,1,Skilled Big
TARIQ ABDUL-WAHAD2002-2003,0.03125,-0.344827586,-0.375661376,-0.462478185,-0.491525424,-0.839416058,-0.639229422,-0.405263158,-0.085106383,-0.862666667,-0.465217391,-0.237804878,0,0.056856187,-1,-0.965517241,-0.355102041,-0.104,-0.668946648,-0.157894737,-0.514687101,0.704,-1,-1,5,Traditional Center
SHAREEF ABDUR-RAHIM2000-2001,0.28125,-0.465517241,-0.079365079,-0.5008726,-0.491525424,-0.766423358,-0.53765324,0.1,0.271276596,-0.446666667,0.073913043,0.12804878,0.668,0.085841695,-0.624,-0.9,-0.216326531,-0.44,-0.253077975,-0.518796992,-0.310344828,0.344,0.834,-0.929228786,1,Skilled Big
SHAREEF ABDUR-RAHIM2001-2002,0.28125,-0.344827586,-0.100529101,-0.472949389,-0.423728814,-0.708029197,-0.506129597,0.226315789,0.308510638,-0.462666667,0.152173913,0.25,0.602,0.04793757,-0.4,-0.892058597,-0.33877551,-0.306,-0.258549932,-0.5,-0.49936143,0.002,1,-0.938096591,7,Skilled Forward
SHAREEF ABDUR-RAHIM2002-2003,0.28125,-0.422413793,-0.174603175,-0.486910995,-0.491525424,-0.868613139,-0.544658494,0.078947368,0.313829787,-0.390666667,0.1,0.097560976,0.682,0.081382386,-0.3,-0.898562975,-0.306122449,-0.366,-0.255813953,-0.477443609,-0.43550447,0.076,1,-0.961630438,7,Skilled Forward
SHAREEF ABDUR-RAHIM2003-2004,0.28125,-0.293103448,-0.111111111,-0.570680628,-0.525423729,-0.854014599,-0.548161121,0.089473684,0.313829787,-0.457333333,0.104347826,0.146341463,0.738,0.074693423,-0.47,-0.935483871,-0.404081633,-0.286,-0.127222982,-0.563909774,-0.550446999,0.078,0.778,-0.976833196,1,Skilled Big
SHAREEF ABDUR-RAHIM2004-2005,0.28125,-0.318965517,-0.26984127,-0.626527051,-0.525423729,-0.854014599,-0.544658494,-0.031578947,0.25,-0.494666667,0.034782609,0.036585366,0.732,0.137123746,-0.23,-0.88358209,-0.379591837,-0.206,-0.313269494,-0.620300752,-0.507024266,0.242,1,-0.937496962,7,Skilled Forward
SHAREEF ABDUR-RAHIM2005-2006,0.28125,-0.448275862,-0.333333333,-0.539267016,-0.559322034,-0.766423358,-0.562171629,-0.136842105,0.170212766,-0.413333333,-0.069565217,-0.109756098,0.568,0.19509476,-0.546,-0.930379747,-0.395918367,-0.216,-0.206566347,-0.733082707,-0.458492976,0.07,1,-0.977912956,1,Skilled Big
SHAREEF ABDUR-RAHIM2006-2007,0.28125,-0.396551724,-0.248677249,-0.678883072,-0.559322034,-0.781021898,-0.534150613,-0.168421053,-0.04787234,-0.522666667,-0.230434783,-0.134146341,0.452,0.079152731,-0.7,-0.93883792,-0.404081633,-0.238,-0.168262654,-0.770676692,-0.430395913,0.082,1,-0.957354536,1,Skilled Big
CORY ALEXANDER2000-2001,-0.375,-1,-0.455026455,-0.179755672,0.220338983,-1,-0.015761821,-0.284210526,-0.409574468,-0.572,-0.582608696,-0.359756098,0.334,-0.219620959,-0.5,-0.428571429,0.330612245,-0.678,-0.805745554,-0.462406015,-0.134099617,-0.428,1,-0.875490475,3,Role player
CORY ALEXANDER2004-2005,-0.375,-0.629310345,-0.44973545,-0.033158813,-0.220338983,-0.941605839,-0.092819615,-0.342105263,-0.276595745,-0.673333333,-0.543478261,-0.359756098,0.5,-0.404682274,-0.158,-0.224489796,0.297959184,-0.592,-0.887824897,-0.387218045,-0.478927203,-0.5,1,-0.928353662,3,Role player
COURTNEY ALEXANDER2000-2001,-0.03125,-0.698275862,-0.671957672,-0.720767888,-0.423728814,-0.95620438,-0.632224168,0.026315789,-0.127659574,-0.650666667,-0.091304348,0.170731707,0.64,-0.061315496,-0.26,-0.839441536,0.069387755,-0.64,-0.679890561,-0.127819549,-0.001277139,0.162,0.176,-0.951301783,9,Floor General
COURTNEY ALEXANDER2001-2002,-0.03125,-0.681034483,-0.624338624,-0.605584642,-0.525423729,-0.941605839,-0.642732049,-0.121052632,-0.021276596,-0.66,-0.117391304,0.048780488,0.62,0.065774805,-0.444,-0.924050633,-0.012244898,-0.62,-0.65253078,0.045112782,-0.062579821,0.284,0.6,-0.970609448,1,Skilled Big
COURTNEY ALEXANDER2002-2003,-0.03125,-0.715517241,-0.756613757,-0.657940663,-0.593220339,-0.95620438,-0.625218914,-0.073684211,-0.25,-0.614666667,-0.195652174,0.079268293,0.616,-0.134894091,-0.334,-0.774257426,0.028571429,-0.5,-0.879616963,-0.120300752,-0.08045977,0.494,1,-0.841026239,7,Skilled Forward
RAY ALLEN2000-2001,-0.03125,-0.681034483,-0.492063492,-0.287958115,-0.288135593,-0.927007299,-0.576182137,0.089473684,0.473404255,-0.601333333,0.213043478,0.195121951,0.776,0.128205128,-0.134,-0.286478228,0.159183673,-0.53,-0.764705882,-0.312030075,-0.642401022,-0.126,0.712,-0.66418383,6,Ball Dominant Scorer
RAY ALLEN2001-2002,-0.03125,-0.663793103,-0.582010582,-0.322862129,-0.355932203,-0.927007299,-0.607705779,0.184210526,0.404255319,-0.716,0.282608696,0.341463415,0.746,0.081382386,-0.132,-0.080139373,0.33877551,-0.666,-0.756497948,-0.338345865,-0.724137931,-0.102,0.538,-0.599140067,6,Ball Dominant Scorer
RAY ALLEN2002-2003,-0.03125,-0.672413793,-0.492063492,-0.246073298,-0.355932203,-0.941605839,-0.593695271,0.268421053,0.388297872,-0.662666667,0.291304348,0.414634146,0.832,0.065774805,-0.246,-0.217901687,0.240816327,-0.67,-0.65253078,-0.304511278,-0.662835249,-0.346,0.592,-0.670081002,6,Ball Dominant Scorer
RAY ALLEN2003-2004,-0.03125,-0.672413793,-0.492063492,-0.186736475,-0.389830508,-0.941605839,-0.576182137,0.268421053,0.409574468,-0.645333333,0.291304348,0.402439024,0.808,0.043478261,-0.216,-0.256637168,0.208163265,-0.638,-0.622435021,-0.45112782,-0.58109834,-0.258,0.594,-0.708449379,6,Ball Dominant Scorer
RAY ALLEN2004-2005,-0.03125,-0.724137931,-0.55026455,-0.368237347,-0.491525424,-0.98540146,-0.677758319,0.278947368,0.367021277,-0.618666667,0.352173913,0.487804878,0.766,0.023411371,-0.248,-0.255689424,0.248979592,-0.63,-0.718194254,-0.481203008,-0.486590038,-0.378,0.608,-0.759974972,6,Ball Dominant Scorer
RAY ALLEN2005-2006,-0.03125,-0.75862069,-0.555555556,-0.39965096,-0.389830508,-0.941605839,-0.642732049,0.247368421,0.436170213,-0.681333333,0.37826087,0.451219512,0.806,0.08361204,-0.176,-0.129333333,0.363265306,-0.71,-0.726402189,-0.537593985,-0.496807152,-0.326,0.502,-0.741993023,6,Ball Dominant Scorer
RAY ALLEN2006-2007,-0.03125,-0.732758621,-0.566137566,-0.336823735,-0.355932203,-0.941605839,-0.625218914,0.357894737,0.404255319,-0.642666667,0.395652174,0.524390244,0.806,0.068004459,-0.256,-0.231569818,0.281632653,-0.638,-0.75376197,-0.515037594,-0.45083014,-0.388,0.612,-0.757554795,6,Ball Dominant Scorer
RAY ALLEN2007-2008,-0.03125,-0.689655172,-0.677248677,-0.490401396,-0.559322034,-0.927007299,-0.635726795,-0.057894737,0.127659574,-0.68,0.017391304,0.073170732,0.814,0.081382386,-0.204,-0.0831643,0.32244898,-0.6,-0.781121751,-0.654135338,-0.568326948,0.074,0.612,-0.579682111,8,High Usage Guard
RAY ALLEN2008-2009,-0.03125,-0.75,-0.661375661,-0.560209424,-0.559322034,-0.941605839,-0.635726795,-0.1,0.175531915,-0.681333333,0.056521739,0.036585366,0.904,0.208472687,-0.182,-0.065384615,0.346938776,-0.624,-0.841313269,-0.639097744,-0.512132822,0.08,0.85,-0.382548648,8,High Usage Guard
RAY ALLEN2009-2010,-0.03125,-0.827586207,-0.650793651,-0.570680628,-0.593220339,-0.897810219,-0.628721541,-0.131578947,0.063829787,-0.653333333,-0.043478261,-0.030487805,0.826,0.239687848,-0.274,-0.179856115,0.248979592,-0.552,-0.76744186,-0.684210526,-0.49936143,0.286,0.834,-0.591128636,8,High Usage Guard
RAY ALLEN2010-2011,-0.03125,-0.801724138,-0.64021164,-0.556719023,-0.525423729,-0.941605839,-0.656742557,-0.152631579,0.127659574,-0.701333333,-0.039130435,-0.036585366,0.762,0.15942029,-0.112,-0.226993865,0.289795918,-0.654,-0.76744186,-0.545112782,-0.399744572,0.244,0.916,-0.471798515,8,High Usage Guard
RAY ALLEN2011-2012,-0.03125,-0.905172414,-0.62962963,-0.588132635,-0.423728814,-0.941605839,-0.607705779,-0.215789474,0.042553191,-0.713333333,-0.130434783,-0.115853659,0.83,0.032329989,-0.094,-0.050709939,0.379591837,-0.704,-0.76744186,-0.612781955,-0.517241379,0.284,0.868,-0.39105599,8,High Usage Guard
RAY ALLEN2012-2013,-0.03125,-0.775862069,-0.582010582,-0.643979058,-0.423728814,-0.912408759,-0.562171629,-0.178947368,0.037234043,-0.676,-0.117391304,-0.103658537,0.772,0.070234114,-0.162,0.019969278,0.33877551,-0.612,-0.772913817,-0.609022556,-0.721583653,-0.006,0.9,-0.271043592,8,High Usage Guard
RAY ALLEN2013-2014,-0.03125,-0.862068966,-0.513227513,-0.612565445,-0.491525424,-0.941605839,-0.565674256,-0.310526316,-0.063829787,-0.714666667,-0.265217391,-0.231707317,0.81,0.181716834,-0.25,0.138121547,0.444897959,-0.668,-0.827633379,-0.672932331,-0.698595147,0.032,0.914,-0.184618079,0,3PT specialist
RAFER ALSTON2000-2001,-0.28125,-0.862068966,-0.555555556,0.207678883,-0.186440678,-1,-0.362521891,-0.289473684,-0.10106383,-0.793333333,-0.491304348,-0.207317073,0.384,-0.092530658,-0.466,-0.285714286,0.248979592,-0.642,-0.707250342,-0.597744361,-0.361430396,-0.09,1,-0.709892808,9,Floor General
RAFER ALSTON2001-2002,-0.28125,-0.827586207,-0.513227513,0.270506108,-0.050847458,-0.97080292,-0.425569177,-0.194736842,-0.005319149,-0.797333333,-0.413043478,-0.103658537,0.242,-0.275362319,-0.24,-0.256544503,0.248979592,-0.54,-0.885088919,-0.665413534,-0.318007663,-0.538,0.852,-0.598257959,8,High Usage Guard
RAFER ALSTON2002-2003,-0.28125,-0.801724138,-0.566137566,0.186736475,-0.288135593,-0.839416058,-0.323992995,-0.105263158,0.021276596,-0.785333333,-0.230434783,-0.018292683,0.37,-0.043478261,-0.216,-0.223880597,0.240816327,-0.576,-0.699042408,-0.751879699,-0.427841635,-0.704,0.804,-0.749717272,8,High Usage Guard
RAFER ALSTON2003-2004,-0.28125,-0.896551724,-0.634920635,-0.130890052,-0.186440678,-0.912408759,-0.527145359,-0.284210526,-0.015957447,-0.766666667,-0.326086957,-0.146341463,0.538,-0.148272018,-0.258,0.136125654,0.420408163,-0.652,-0.764705882,-0.823308271,-0.683269476,-0.572,0.702,-0.73462392,8,High Usage Guard
RAFER ALSTON2004-2005,-0.28125,-0.853448276,-0.582010582,0.106457243,-0.254237288,-0.97080292,-0.527145359,-0.078947368,0.132978723,-0.646666667,-0.152173913,0,0.48,0.005574136,-0.286,-0.201232033,0.126530612,-0.396,-0.718194254,-0.815789474,-0.624521073,-0.696,0.094,-0.860764092,8,High Usage Guard
RAFER ALSTON2005-2006,-0.28125,-0.844827586,-0.566137566,0.07504363,-0.220338983,-0.927007299,-0.425569177,-0.205263158,-0.074468085,-0.741333333,-0.352173913,-0.12195122,0.384,-0.068004459,-0.346,-0.154471545,0.240816327,-0.55,-0.679890561,-0.845864662,-0.501915709,-0.652,0.824,-0.687539805,8,High Usage Guard
RAFER ALSTON2006-2007,-0.28125,-0.905172414,-0.613756614,-0.158813264,-0.254237288,-0.95620438,-0.530647986,-0.173684211,-0.058510638,-0.768,-0.273913043,-0.048780488,0.468,-0.132664437,-0.274,0.037254902,0.297959184,-0.56,-0.690834473,-0.838345865,-0.729246488,-0.456,0.594,-0.685395193,8,High Usage Guard
RAFER ALSTON2007-2008,-0.28125,-0.887931034,-0.576719577,-0.120418848,-0.288135593,-0.927007299,-0.509632224,-0.105263158,-0.042553191,-0.802666667,-0.208695652,0.048780488,0.43,-0.04793757,-0.298,-0.119047619,0.265306122,-0.572,-0.655266758,-0.796992481,-0.575989783,-0.566,0.692,-0.86025881,8,High Usage Guard
RAFER ALSTON2008-2009,-0.28125,-0.862068966,-0.650793651,-0.057591623,-0.220338983,-0.95620438,-0.534150613,-0.147368421,-0.010638298,-0.661333333,-0.252173913,-0.054878049,0.5,-0.070234114,-0.324,-0.192682927,0.142857143,-0.442,-0.616963064,-0.808270677,-0.67816092,-0.764,0.608,-0.863495653,8,High Usage Guard
RAFER ALSTON2009-2010,-0.28125,-0.913793103,-0.603174603,-0.294938918,-0.355932203,-0.927007299,-0.42206655,-0.205263158,-0.308510638,-0.757333333,-0.404347826,-0.12195122,0.456,-0.221850613,-0.31,-0.246636771,0.159183673,-0.534,-0.540355677,-0.815789474,-0.558109834,-0.752,0.656,-0.750489613,8,High Usage Guard
JOHN AMAECHI2000-2001,0.34375,-0.577586207,-0.444444444,-0.755671902,-0.728813559,-0.824817518,-0.481611208,-0.052631579,-0.281914894,-0.372,-0.243478261,-0.048780488,0.262,-0.096989967,-1,-0.976351351,-0.363265306,-0.2,-0.444596443,-0.541353383,-0.325670498,0.038,-1,-1,5,Traditional Center
JOHN AMAECHI2001-2002,0.34375,-0.086206897,-0.492063492,-0.727748691,-0.796610169,-0.795620438,-0.278458844,-0.110526316,-0.457446809,-0.156,-0.404347826,-0.213414634,0.276,-0.275362319,-1,-1,-0.526530612,-0.06,-0.258549932,-0.706766917,-0.537675607,0.26,-1,-1,5,Traditional Center
JOHN AMAECHI2002-2003,0.34375,-0.405172414,-0.455026455,-0.762652705,-0.457627119,-0.839416058,-0.320490368,-0.3,-0.579787234,-0.412,-0.608695652,-0.317073171,-0.038,-0.299888517,-1,-1,-0.632653061,0.084,-0.30506156,-0.714285714,-0.675606641,0.298,-1,-1,5,Traditional Center
DEREK ANDERSON2000-2001,-0.03125,-0.732758621,-0.53968254,-0.368237347,-0.254237288,-0.95620438,-0.565674256,-0.042105263,0.164893617,-0.46,-0.060869565,0,0.702,-0.059085842,-0.202,-0.490433031,0.118367347,-0.498,-0.803009576,-0.545112782,-0.228607918,0.058,0.742,-0.726421102,8,High Usage Guard
DEREK ANDERSON2001-2002,-0.03125,-0.75,-0.634920635,-0.35078534,-0.322033898,-0.95620438,-0.614711033,-0.173684211,0.079787234,-0.546666667,-0.143478261,-0.054878049,0.712,-0.059085842,-0.254,-0.254901961,0.281632653,-0.542,-0.865937073,-0.740601504,-0.277139208,0.308,0.764,-0.686987938,8,High Usage Guard
DEREK ANDERSON2002-2003,-0.03125,-0.784482759,-0.587301587,-0.277486911,-0.355932203,-0.927007299,-0.583187391,-0.168421053,0.154255319,-0.569333333,-0.130434783,-0.067073171,0.718,0.063545151,-0.3,-0.204326923,0.32244898,-0.616,-0.852257182,-0.657894737,-0.325670498,0.088,0.742,-0.68515911,8,High Usage Guard
DEREK ANDERSON2003-2004,-0.03125,-0.853448276,-0.576719577,-0.263525305,-0.322033898,-0.98540146,-0.597197898,-0.115789474,0.058510638,-0.590666667,-0.169565217,0.012195122,0.648,-0.045707915,-0.39,-0.153594771,0.436734694,-0.71,-0.931600547,-0.65037594,-0.197956577,0.1,0.67,-0.657707855,8,High Usage Guard
DEREK ANDERSON2004-2005,-0.03125,-0.793103448,-0.62962963,-0.340314136,-0.457627119,-0.97080292,-0.509632224,-0.221052632,-0.122340426,-0.702666667,-0.286956522,-0.103658537,0.61,-0.125975474,-0.232,-0.227621483,0.33877551,-0.694,-0.79753762,-0.654135338,-0.249042146,-0.128,0.724,-0.643214932,8,High Usage Guard
DEREK ANDERSON2005-2006,-0.03125,-0.793103448,-0.412698413,-0.452006981,-0.593220339,-0.927007299,-0.534150613,-0.236842105,-0.170212766,-0.512,-0.317391304,-0.18902439,0.676,-0.10367893,-0.402,-0.115511551,0.420408163,-0.75,-0.838577291,-0.590225564,-0.325670498,-0.236,0.75,-0.55134164,8,High Usage Guard
DEREK ANDERSON2006-2007,-0.03125,-0.75862069,-0.661375661,-0.385689354,-0.220338983,-0.927007299,-0.506129597,-0.4,-0.015957447,-0.518666667,-0.334782609,-0.347560976,0.754,0.130434783,-0.29,0.034013605,0.436734694,-0.68,-0.915184679,-0.744360902,-0.427841635,0.166,0.852,-0.360139624,8,High Usage Guard
DEREK ANDERSON2007-2008,-0.03125,-0.775862069,-0.44973545,-0.378708551,-0.457627119,-0.97080292,-0.474605954,-0.178947368,-0.212765957,-0.594666667,-0.286956522,-0.12804878,0.474,-0.143812709,-0.27,-0.168,0.363265306,-0.648,-0.9124487,-0.609022556,-0.305236271,-0.286,0.894,-0.582317361,8,High Usage Guard
KENNY ANDERSON2000-2001,-0.4375,-0.818965517,-0.682539683,-0.07504363,-0.084745763,-0.97080292,-0.411558669,-0.321052632,-0.095744681,-0.582666667,-0.443478261,-0.286585366,0.662,-0.114827202,-0.334,-0.709251101,-0.036734694,-0.534,-0.518467852,-0.319548872,-0.325670498,-0.22,0.636,-0.953879917,9,Floor General
KENNY ANDERSON2001-2002,-0.4375,-0.784482759,-0.582010582,-0.019197208,0.016949153,-0.95620438,-0.534150613,-0.315789474,-0.021276596,-0.754666667,-0.417391304,-0.201219512,0.484,-0.010033445,-0.454,-0.907821229,-0.093877551,-0.424,-0.65253078,-0.417293233,-0.019157088,-0.188,0.778,-0.980557733,9,Floor General
KENNY ANDERSON2002-2003,-0.4375,-0.724137931,-0.555555556,0.040139616,-0.050847458,-0.95620438,-0.453590193,-0.157894737,-0.021276596,-0.801333333,-0.32173913,-0.024390244,0.578,-0.036789298,-0.714,-0.963350785,-0.2,-0.366,-0.540355677,-0.421052632,-0.123882503,0.062,1,-1,9,Floor General
KENNY ANDERSON2003-2004,-0.4375,-0.784482759,-0.682539683,-0.155322862,-0.457627119,-0.941605839,-0.464098074,-0.294736842,-0.154255319,-0.749333333,-0.404347826,-0.18902439,0.458,-0.010033445,-0.5,-0.96875,-0.183673469,-0.374,-0.614227086,-0.413533835,-0.042145594,0.16,1,-0.945527083,9,Floor General
KENNY ANDERSON2004-2005,-0.4375,-0.689655172,-0.560846561,-0.22513089,-0.220338983,-1,-0.355516637,-0.347368421,-0.207446809,-0.754666667,-0.469565217,-0.268292683,0.46,-0.063545151,-0.076,-0.870646766,-0.06122449,-0.502,-0.688098495,-0.176691729,-0.098339719,0.038,0.666,-0.86132984,9,Floor General
NICK ANDERSON2000-2001,0.03125,-0.827586207,-0.391534392,-0.616055846,0.016949153,-0.766423358,-0.61821366,-0.315789474,-0.404255319,-1,-0.6,-0.085365854,-1,-0.505016722,-0.488,0.368421053,0.706122449,-0.86,-0.950752394,-0.605263158,-0.685823755,-0.5,0.6,-0.694676433,3,Role player
NICK ANDERSON2001-2002,0.03125,-0.956896552,-0.253968254,-0.643979058,-0.525423729,-0.722627737,-0.478108581,-0.168421053,-0.484042553,-0.842666667,-0.469565217,-0.018292683,0.112,-0.362318841,-0.458,0.263157895,0.657142857,-0.868,-0.893296854,-0.703007519,-0.530012771,1,0.846,-0.586051703,3,Role player
SHANDON ANDERSON2000-2001,0.03125,-0.689655172,-0.465608466,-0.563699825,-0.389830508,-0.824817518,-0.429071804,-0.384210526,-0.111702128,-0.574666667,-0.413043478,-0.335365854,0.468,0.152731327,-0.458,-0.423728814,-0.134693878,-0.206,-0.638850889,-0.669172932,-0.75734355,0.336,0.914,-0.698644744,4,Skilled Role player
SHANDON ANDERSON2001-2002,0.03125,-0.646551724,-0.380952381,-0.731239092,-0.457627119,-0.897810219,-0.34150613,-0.4,-0.319148936,-0.617333333,-0.495652174,-0.37195122,0.384,0.056856187,-0.446,-0.243967828,-0.036734694,-0.26,-0.742818057,-0.718045113,-0.787994891,0.364,0.948,-0.047183687,0,3PT specialist
SHANDON ANDERSON2002-2003,0.03125,-0.637931034,-0.417989418,-0.710296684,-0.254237288,-0.883211679,-0.45709282,-0.163157895,-0.031914894,-0.528,-0.182608696,-0.134146341,0.464,0.101449275,-0.258,-0.47858473,-0.159183673,-0.222,-0.699042408,-0.473684211,-0.74201788,0.286,1,-0.318327743,8,High Usage Guard
SHANDON ANDERSON2003-2004,0.03125,-0.732758621,-0.603174603,-0.643979058,-0.389830508,-0.897810219,-0.450087566,-0.263157895,-0.207446809,-0.62,-0.347826087,-0.201219512,0.528,0.032329989,-0.438,-0.546099291,-0.126530612,-0.308,-0.616963064,-0.515037594,-0.59642401,0.248,0.944,-0.536351256,8,High Usage Guard
SHANDON ANDERSON2004-2005,0.03125,-0.629310345,-0.354497354,-0.696335079,-0.389830508,-0.868613139,-0.408056042,-0.573684211,-0.265957447,-0.594666667,-0.595652174,-0.536585366,0.636,0.10367893,-0.656,-0.732718894,-0.265306122,-0.198,-0.622435021,-0.533834586,-0.481481481,0.376,1,-0.63053606,4,Skilled Role player
SHANDON ANDERSON2005-2006,0.03125,-0.698275862,-0.529100529,-0.759162304,-0.525423729,-0.897810219,-0.467600701,-0.594736842,-0.414893617,-0.809333333,-0.643478261,-0.5,0.444,0.021181717,-0.474,-0.698412698,0.044897959,-0.508,-0.761969904,-0.492481203,-0.026819923,0.632,1,-0.750814938,9,Floor General
GREG ANTHONY2000-2001,-0.4375,-0.74137931,-0.830687831,-0.483420593,-0.152542373,-0.95620438,-0.516637478,-0.305263158,-0.106382979,-0.816,-0.326086957,-0.164634146,0.314,-0.241917503,-0.182,0.256916996,0.616326531,-0.834,-0.9124487,-0.748120301,-0.514687101,-0.188,0.446,-0.572760084,3,Role player
GREG ANTHONY2001-2002,-0.4375,-0.853448276,-0.666666667,0.07504363,-0.084745763,-0.97080292,-0.460595447,-0.215789474,-0.074468085,-0.744,-0.373913043,-0.115853659,0.318,-0.034559643,-0.412,-0.313684211,0.314285714,-0.676,-0.781121751,-0.541353383,-0.251596424,-0.008,0.708,-0.749964953,8,High Usage Guard
DARRELL ARMSTRONG2000-2001,-0.4375,-0.681034483,-0.576719577,0.092495637,-0.152542373,-0.95620438,-0.467600701,-0.089473684,0.244680851,-0.668,-0.134782609,0.006097561,0.768,0.005574136,-0.29,-0.195608782,0.33877551,-0.68,-0.813953488,-0.518796992,-0.379310345,-0.37,0.468,-0.788273666,8,High Usage Guard
DARRELL ARMSTRONG2001-2002,-0.4375,-0.706896552,-0.603174603,-0.109947644,0.016949153,-0.95620438,-0.439579685,-0.252631579,0.143617021,-0.669333333,-0.265217391,-0.182926829,0.776,0.079152731,-0.302,-0.038647343,0.346938776,-0.632,-0.827633379,-0.620300752,-0.565772669,-0.134,0.64,-0.540840151,8,High Usage Guard
DARRELL ARMSTRONG2002-2003,-0.4375,-0.629310345,-0.576719577,-0.242582897,0.016949153,-0.941605839,-0.366024518,-0.305263158,0.031914894,-0.610666667,-0.360869565,-0.274390244,0.756,0.003344482,-0.328,-0.278382582,0.306122449,-0.596,-0.893296854,-0.597744361,-0.256704981,-0.136,0.538,-0.620121634,8,High Usage Guard
DARRELL ARMSTRONG2003-2004,-0.4375,-0.732758621,-0.666666667,-0.151832461,0.084745763,-0.927007299,-0.432574431,-0.173684211,0.085106383,-0.738666667,-0.22173913,-0.06097561,0.708,0.132664437,-0.37,0.16576087,0.47755102,-0.652,-0.926128591,-0.789473684,-0.591315453,0.012,0.512,-0.587488442,8,High Usage Guard
DARRELL ARMSTRONG2004-2005,-0.4375,-0.655172414,-0.624338624,-0.02617801,-0.186440678,-0.912408759,-0.373029772,-0.284210526,-0.159574468,-0.673333333,-0.47826087,-0.225609756,0.706,-0.181716834,-0.496,-0.198555957,0.363265306,-0.624,-0.882352941,-0.672932331,-0.279693487,-0.214,0.642,-0.685669637,8,High Usage Guard
DARRELL ARMSTRONG2005-2006,-0.4375,-0.689655172,-0.481481481,-0.280977312,-0.186440678,-0.941605839,-0.00525394,-0.384210526,-0.356382979,-0.562666667,-0.6,-0.445121951,0.572,-0.108138239,-0.542,-0.25,0.297959184,-0.546,-0.808481532,-0.823308271,-0.282247765,-0.25,0.636,-0.564652447,3,Role player
DARRELL ARMSTRONG2006-2007,-0.4375,-0.74137931,-0.624338624,-0.134380454,-0.016949153,-0.941605839,-0.460595447,-0.278947368,0.058510638,-0.670666667,-0.286956522,-0.195121951,0.57,0.148272018,-0.328,0.135278515,0.551020408,-0.692,-0.85499316,-0.80075188,-0.560664112,-0.096,0.472,-0.463706763,8,High Usage Guard
DARRELL ARMSTRONG2007-2008,-0.4375,-0.689655172,-0.555555556,-0.284467714,-0.084745763,-0.95620438,-0.124343257,-0.473684211,-0.281914894,-0.636,-0.582608696,-0.493902439,0.334,-0.074693423,-0.334,0.254545455,0.844897959,-0.8,-0.950752394,-0.793233083,-0.489144317,-0.176,0.914,-0.462037357,3,Role player
CHUCKY ATKINS2000-2001,-0.53125,-0.896551724,-0.761904762,-0.151832461,-0.525423729,-0.98540146,-0.548161121,-0.078947368,-0.095744681,-0.817333333,-0.191304348,0.109756098,0.384,-0.056856187,-0.286,-0.287815126,0.355102041,-0.676,-0.860465116,-0.605263158,-0.167305236,-0.258,0.768,-0.729367562,8,High Usage Guard
CHUCKY ATKINS2001-2002,-0.53125,-0.862068966,-0.772486772,-0.284467714,-0.423728814,-0.95620438,-0.53765324,-0.142105263,0.026595745,-0.797333333,-0.126086957,-0.012195122,0.384,0.130434783,-0.178,-0.149367089,0.297959184,-0.508,-0.893296854,-0.748120301,-0.430395913,-0.33,0.898,-0.562583856,8,High Usage Guard
CHUCKY ATKINS2002-2003,-0.53125,-0.844827586,-0.772486772,-0.218150087,-0.627118644,-0.97080292,-0.520140105,-0.173684211,-0.207446809,-0.86,-0.3,-0.012195122,0.632,-0.179487179,-0.29,0.040860215,0.485714286,-0.678,-0.852257182,-0.845864662,-0.427841635,-0.196,0.814,-0.430291542,8,High Usage Guard
CHUCKY ATKINS2003-2004,-0.53125,-0.939655172,-0.788359788,-0.137870855,-0.491525424,-0.98540146,-0.478108581,-0.221052632,-0.10106383,-0.733333333,-0.291304348,-0.12195122,0.506,0.018952062,-0.328,-0.004132231,0.453061224,-0.628,-0.882352941,-0.796992481,-0.440613027,-0.37,0.506,-0.631982774,8,High Usage Guard
