id,height,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,PER,FTr,PTSper100,FGAper100,FT%,2P%,3P%,3FGA%,Avg Dist,0-3ft FGA%,3-10ft FGA%,10-16ft FGA%,16-3P,% of Ast 2s,% of Ast 3s,% Corner 3s,cluster,player type
TROY MURPHY2011-2012,0.4375,-0.577586207,-0.222222222,-0.72425829,-0.728813559,-0.824817518,-0.548161121,-0.689473684,-0.265957447,-0.929333333,-0.643478261,-0.554878049,0.334,0.050167224,-0.164,-0.216374269,0.404081633,-0.684,-0.871409029,-0.823308271,-0.088122605,0.756,1,-0.653045108,0,3PT specialist
TROY MURPHY2012-2013,0.4375,-0.732758621,-0.169312169,-0.867364747,-0.322033898,-0.737226277,-0.663747811,-0.510526316,-0.260638298,-0.76,-0.530434783,-0.390243902,0.818,-0.056856187,-0.372,0.147540984,0.542857143,-0.738,-0.909712722,-0.751879699,-0.496807152,0.454,1,-0.427909352,0,3PT specialist
DEAN OLIVER2001-2002,-0.53125,-1,-0.783068783,-0.169284468,-0.627118644,-1,-0.369527145,-0.221052632,-0.425531915,-0.738666667,-0.430434783,-0.109756098,0.334,0.014492754,-0.692,-0.434782609,0.183673469,-0.608,-0.644322845,-0.838345865,-0.111111111,-0.866,0,-0.848271611,3,Role player
TONY PARKER2001-2002,-0.28125,-0.853448276,-0.693121693,-0.165794066,-0.288135593,-0.97080292,-0.38704028,-0.263157895,-0.122340426,-0.666666667,-0.373913043,-0.219512195,0.35,0.025641026,-0.354,-0.408450704,-0.004081633,-0.264,-0.759233926,-0.781954887,-0.512132822,-0.516,0.836,-0.847389903,8,High Usage Guard
TONY PARKER2002-2003,-0.28125,-0.879310345,-0.73015873,-0.02617801,-0.525423729,-0.98540146,-0.492119089,0.010526316,0.132978723,-0.629333333,-0.034782609,0.091463415,0.51,0.121516165,-0.326,-0.534036433,-0.06122449,-0.41,-0.466484268,-0.721804511,-0.481481481,-0.482,0.658,-0.85298517,6,Ball Dominant Scorer
TONY PARKER2003-2004,-0.28125,-0.836206897,-0.677248677,0.001745201,-0.559322034,-0.97080292,-0.495621716,-0.021052632,0.090425532,-0.616,-0.1,0.073170732,0.404,0.076923077,-0.376,-0.579281184,-0.012244898,-0.408,-0.534883721,-0.80075188,-0.307790549,-0.358,0.388,-0.859926522,9,Floor General
TONY PARKER2004-2005,-0.28125,-0.827586207,-0.55026455,0.158813264,-0.355932203,-0.98540146,-0.488616462,0.126315789,0.212765957,-0.614666667,0.047826087,0.213414634,0.3,0.150501672,-0.448,-0.720930233,-0.224489796,-0.228,-0.439124487,-0.80075188,-0.445721584,-0.37,0.814,-0.850171608,9,Floor General
TONY PARKER2005-2006,-0.28125,-0.853448276,-0.613756614,0.12390925,-0.423728814,-0.98540146,-0.436077058,0.231578947,0.361702128,-0.58,0.217391304,0.25,0.414,0.239687848,-0.388,-0.936619718,-0.330612245,-0.062,-0.636114911,-0.793233083,-0.205619413,-0.352,0.454,-0.969286482,9,Floor General
TONY PARKER2006-2007,-0.28125,-0.853448276,-0.587301587,0.106457243,-0.389830508,-0.97080292,-0.534150613,0.247368421,0.393617021,-0.574666667,0.234782609,0.298780488,0.566,0.170568562,-0.21,-0.930656934,-0.232653061,-0.208,-0.614227086,-0.729323308,-0.088122605,-0.362,0.734,-0.949111958,9,Floor General
TONY PARKER2007-2008,-0.28125,-0.862068966,-0.608465608,0.190226876,-0.559322034,-0.95620438,-0.576182137,0.289473684,0.319148936,-0.556,0.22173913,0.353658537,0.43,0.137123746,-0.484,-0.873441994,-0.216326531,-0.276,-0.526675787,-0.703007519,-0.174968072,-0.538,0.882,-0.879768924,9,Floor General
TONY PARKER2008-2009,-0.28125,-0.887931034,-0.619047619,0.39965096,-0.491525424,-0.98540146,-0.593695271,0.473684211,0.5,-0.617333333,0.426086957,0.567073171,0.564,0.154960981,-0.416,-0.897070467,-0.257142857,-0.212,-0.548563611,-0.703007519,-0.208173691,-0.548,0.79,-0.933794057,9,Floor General
TONY PARKER2009-2010,-0.28125,-0.956896552,-0.666666667,0.078534031,-0.694915254,-0.95620438,-0.464098074,0.163157895,0.127659574,-0.541333333,0.082608696,0.18902439,0.512,0.108138239,-0.412,-0.905027933,-0.224489796,-0.256,-0.567715458,-0.631578947,-0.169859515,-0.458,0.8,-0.917225512,9,Floor General
TONY PARKER2010-2011,-0.28125,-0.879310345,-0.624338624,0.228621291,-0.355932203,-0.98540146,-0.499124343,0.147368421,0.340425532,-0.622666667,0.126086957,0.207317073,0.538,0.183946488,-0.286,-0.869036483,-0.32244898,-0.198,-0.3625171,-0.631578947,-0.48403576,-0.54,0.76,-0.840199188,9,Floor General
TONY PARKER2011-2012,-0.28125,-0.887931034,-0.656084656,0.406631763,-0.491525424,-0.97080292,-0.541155867,0.263157895,0.425531915,-0.574666667,0.182608696,0.323170732,0.598,0.110367893,-0.54,-0.862921348,-0.159183673,-0.462,-0.381668947,-0.439849624,-0.264367816,-0.584,0.714,-0.906094077,9,Floor General
TONY PARKER2012-2013,-0.28125,-0.913793103,-0.634920635,0.410122164,-0.559322034,-0.97080292,-0.544658494,0.263157895,0.478723404,-0.557333333,0.269565217,0.286585366,0.69,0.190635452,-0.294,-0.863316583,-0.240816327,-0.366,-0.324213406,-0.481203008,-0.412515964,-0.508,0.834,-0.83179026,9,Floor General
TONY PARKER2013-2014,-0.28125,-0.913793103,-0.71957672,0.106457243,-0.694915254,-0.95620438,-0.548161121,0.2,0.260638298,-0.645333333,0.152173913,0.274390244,0.622,0.134894091,-0.254,-0.853391685,-0.232653061,-0.342,-0.373461012,-0.560150376,-0.356321839,-0.35,0.92,-0.847431968,9,Floor General
TONY PARKER2014-2015,-0.28125,-0.922413793,-0.772486772,0.001745201,-0.593220339,-0.98540146,-0.513134851,0.094736842,0.10106383,-0.733333333,0.017391304,0.195121951,0.566,0.099219621,-0.146,-0.786057692,-0.142857143,-0.49,-0.387140903,-0.515037594,-0.269476373,-0.514,0.894,-0.715081503,9,Floor General
TONY PARKER2015-2016,-0.28125,-0.913793103,-0.650793651,0.015706806,-0.525423729,-0.941605839,-0.499124343,-0.078947368,0.117021277,-0.678666667,-0.130434783,-0.012195122,0.52,0.117056856,-0.17,-0.816901408,-0.183673469,-0.378,-0.526675787,-0.469924812,-0.272030651,-0.442,0.63,-0.77913764,9,Floor General
TONY PARKER2016-2017,-0.28125,-0.939655172,-0.73015873,-0.029668412,-0.627118644,-0.98540146,-0.562171629,-0.131578947,-0.053191489,-0.725333333,-0.204347826,-0.018292683,0.452,0.079152731,-0.334,-0.757469244,-0.134693878,-0.43,-0.389876881,-0.578947368,-0.340996169,-0.504,1,-0.687577813,9,Floor General
TONY PARKER2017-2018,-0.28125,-0.939655172,-0.62962963,-0.015706806,-0.559322034,-0.98540146,-0.513134851,-0.115789474,-0.069148936,-0.732,-0.230434783,-0.018292683,0.41,0.068004459,-0.46,-0.809278351,-0.191836735,-0.324,-0.606019152,-0.526315789,-0.243933589,-0.428,0.8,-0.748332877,9,Floor General
TONY PARKER2018-2019,-0.28125,-0.870689655,-0.714285714,0.162303665,-0.661016949,-0.912408759,-0.555166375,0.147368421,0.069148936,-0.642666667,0.02173913,0.231707317,0.468,0.081382386,-0.49,-0.779697624,-0.118367347,-0.39,-0.474692202,-0.496240602,-0.33844189,-0.71,1,-0.939709423,9,Floor General
VLADIMIR RADMANOVIC2001-2002,0.34375,-0.620689655,-0.195767196,-0.657940663,-0.152542373,-0.781021898,-0.450087566,-0.284210526,-0.069148936,-0.729333333,-0.32173913,-0.18902439,0.362,-0.094760312,-0.16,-0.11299435,0.257142857,-0.576,-0.699042408,-0.744360902,-0.573435504,0.126,0.97,-0.616550057,0,3PT specialist
VLADIMIR RADMANOVIC2002-2003,0.34375,-0.603448276,-0.296296296,-0.696335079,-0.389830508,-0.868613139,-0.569176883,-0.142105263,-0.053191489,-0.796,-0.195652174,0.030487805,0.412,0.010033445,-0.29,-0.122754491,0.297959184,-0.638,-0.668946648,-0.72556391,-0.524904215,0.258,0.866,-0.55654479,8,High Usage Guard
VLADIMIR RADMANOVIC2003-2004,0.34375,-0.543103448,-0.312169312,-0.640488656,-0.389830508,-0.795620438,-0.607705779,-0.168421053,0.058510638,-0.792,-0.169565217,0.006097561,0.496,0.050167224,-0.258,-0.071428571,0.306122449,-0.582,-0.75376197,-0.781954887,-0.542784163,0.054,0.872,-0.485277626,0,3PT specialist
VLADIMIR RADMANOVIC2004-2005,0.34375,-0.706896552,-0.291005291,-0.72425829,-0.423728814,-0.810218978,-0.639229422,-0.178947368,-0.015957447,-0.789333333,-0.147826087,0.030487805,0.572,-0.041248606,-0.222,0.012307692,0.371428571,-0.596,-0.772913817,-0.796992481,-0.598978289,-0.028,0.938,-0.602967859,0,3PT specialist
VLADIMIR RADMANOVIC2005-2006,0.34375,-0.663793103,-0.195767196,-0.619546248,-0.457627119,-0.839416058,-0.586690018,-0.242105263,-0.021276596,-0.764,-0.226086957,-0.091463415,0.632,-0.043478261,-0.22,0.101088647,0.404081633,-0.602,-0.778385773,-0.883458647,-0.647509579,0.226,0.928,-0.658356708,0,3PT specialist
VLADIMIR RADMANOVIC2006-2007,0.34375,-0.456896552,-0.322751323,-0.633507853,-0.559322034,-0.795620438,-0.42206655,-0.194736842,-0.159574468,-0.692,-0.27826087,-0.134146341,0.452,0.059085842,-0.322,-0.253164557,0.028571429,-0.354,-0.65253078,-0.736842105,-0.724137931,0.212,0.9,-0.53654718,0,3PT specialist
VLADIMIR RADMANOVIC2007-2008,0.34375,-0.620689655,-0.513227513,-0.577661431,-0.457627119,-0.912408759,-0.523642732,-0.352631579,-0.074468085,-0.801333333,-0.295652174,-0.231707317,0.6,0.130434783,-0.188,0.070938215,0.281632653,-0.506,-0.786593707,-0.845864662,-0.749680715,0.496,0.874,-0.210348629,0,3PT specialist
VLADIMIR RADMANOVIC2008-2009,0.34375,-0.672413793,-0.35978836,-0.689354276,-0.423728814,-0.883211679,-0.418563923,-0.215789474,-0.159574468,-0.834666667,-0.243478261,-0.103658537,0.482,-0.005574136,-0.198,0.124463519,0.428571429,-0.64,-0.805745554,-0.77443609,-0.675606641,0.252,0.942,-0.274766754,0,3PT specialist
VLADIMIR RADMANOVIC2009-2010,0.34375,-0.448275862,-0.259259259,-0.748691099,-0.457627119,-0.912408759,-0.530647986,-0.352631579,-0.324468085,-0.868,-0.486956522,-0.225609756,0.482,-0.014492754,-0.444,-0.208791209,0.118367347,-0.406,-0.729138167,-0.684210526,-0.680715198,0.15,0.866,-0.616587286,0,3PT specialist
VLADIMIR RADMANOVIC2010-2011,0.34375,-0.474137931,-0.338624339,-0.664921466,-0.355932203,-0.576642336,-0.488616462,-0.421052632,-0.074468085,-0.857333333,-0.391304348,-0.292682927,0.764,0.030100334,-0.19,0.088050314,0.330612245,-0.554,-0.734610123,-0.834586466,-0.767560664,0.044,0.914,-0.474637151,0,3PT specialist
VLADIMIR RADMANOVIC2011-2012,0.34375,-0.543103448,-0.227513228,-0.619546248,-0.491525424,-0.781021898,-0.499124343,-0.394736842,-0.122340426,-0.804,-0.42173913,-0.286585366,0.518,-0.137123746,-0.26,0.370558376,0.542857143,-0.676,-0.901504788,-0.906015038,-0.767560664,0.25,0.92,-0.185328493,0,3PT specialist
VLADIMIR RADMANOVIC2012-2013,0.34375,-0.318965517,-0.349206349,-0.69982548,0.016949153,-0.693430657,-0.523642732,-0.331578947,-0.409574468,-0.906666667,-0.560869565,-0.158536585,0.334,0.114827202,-0.63,0.255813953,0.379591837,-0.534,-0.808481532,-0.913533835,-0.879948914,0.25,1,0.052933615,3,Role player
ZACH RANDOLPH2001-2002,0.28125,0.301724138,-0.111111111,-0.657940663,-0.457627119,-0.810218978,-0.607705779,0.157894737,0.154255319,-0.664,0.02173913,0.341463415,0.334,0.001114827,-1,-1,-0.575510204,-0.14,-0.080711354,-0.545112782,-0.713920817,0.126,-1,-1,5,Traditional Center
ZACH RANDOLPH2002-2003,0.28125,0.112068966,-0.116402116,-0.80104712,-0.423728814,-0.883211679,-0.663747811,0.015789474,0.313829787,-0.582666667,0.069565217,0.164634146,0.516,0.154960981,-1,-0.980582524,-0.6,0.014,-0.272229822,-0.556390977,-0.747126437,0.212,-1,-0.99323055,5,Traditional Center
ZACH RANDOLPH2003-2004,0.28125,-0.181034483,0.121693122,-0.636998255,-0.593220339,-0.854014599,-0.516637478,0.257894737,0.29787234,-0.617333333,0.186956522,0.37804878,0.522,0.08361204,-0.6,-0.992690058,-0.412244898,-0.298,-0.184678523,-0.383458647,-0.53256705,0.194,1,-0.997451559,1,Skilled Big
ZACH RANDOLPH2004-2005,0.28125,-0.077586207,-0.015873016,-0.643979058,-0.627118644,-0.883211679,-0.593695271,0.263157895,0.244680851,-0.542666667,0.165217391,0.37195122,0.63,0.00780379,-1,-0.983805668,-0.395918367,-0.3,-0.23119015,-0.406015038,-0.478927203,0.096,-1,-0.990599783,5,Traditional Center
ZACH RANDOLPH2005-2006,0.28125,-0.224137931,-0.105820106,-0.602094241,-0.593220339,-0.941605839,-0.625218914,0.321052632,0.154255319,-0.628,0.152173913,0.475609756,0.428,-0.012263099,-0.418,-0.910496338,-0.240816327,-0.37,-0.387140903,-0.560150376,-0.236270754,-0.038,0.876,-0.960215712,7,Skilled Forward
ZACH RANDOLPH2006-2007,0.28125,-0.137931034,0.238095238,-0.553228621,-0.593220339,-0.927007299,-0.558669002,0.547368421,0.468085106,-0.501333333,0.469565217,0.62195122,0.638,0.054626533,-0.416,-0.925349922,-0.346938776,-0.342,-0.17373461,-0.560150376,-0.453384419,-0.088,0.714,-0.986466996,1,Skilled Big
ZACH RANDOLPH2007-2008,0.28125,-0.215517241,0.343915344,-0.588132635,-0.525423729,-0.912408759,-0.523642732,0.247368421,0.212765957,-0.636,0.139130435,0.37195122,0.544,0.056856187,-0.45,-0.848771267,-0.248979592,-0.298,-0.433652531,-0.552631579,-0.366538953,-0.018,0.454,-0.967048519,7,Skilled Forward
ZACH RANDOLPH2008-2009,0.28125,-0.146551724,0.111111111,-0.598603839,-0.559322034,-0.897810219,-0.635726795,0.284210526,0.303191489,-0.628,0.230434783,0.426829268,0.468,0.101449275,-0.34,-0.777777778,-0.224489796,-0.312,-0.417236662,-0.616541353,-0.412515964,0.096,0.688,-0.912068607,7,Skilled Forward
ZACH RANDOLPH2009-2010,0.28125,0.086206897,0.142857143,-0.713787086,-0.559322034,-0.883211679,-0.646234676,0.1,0.382978723,-0.536,0.134782609,0.237804878,0.556,0.105908584,-0.424,-0.922155689,-0.428571429,-0.098,-0.381668947,-0.62406015,-0.530012771,-0.062,0.6,-0.963498579,1,Skilled Big
ZACH RANDOLPH2010-2011,0.28125,0.224137931,0.259259259,-0.643979058,-0.593220339,-0.897810219,-0.649737303,0.121052632,0.457446809,-0.556,0.156521739,0.256097561,0.516,0.148272018,-0.628,-0.927609428,-0.444897959,-0.212,-0.099863201,-0.563909774,-0.680715198,-0.03,1,-0.985362375,1,Skilled Big
ZACH RANDOLPH2011-2012,0.28125,0.043103448,0.148148148,-0.609075044,-0.491525424,-0.941605839,-0.614711033,-0.015789474,0.207446809,-0.588,-0.082608696,0.115853659,0.318,0.045707915,-0.5,-0.943859649,-0.346938776,-0.306,-0.212038304,-0.368421053,-0.570881226,-0.184,1,-1,1,Skilled Big
ZACH RANDOLPH2012-2013,0.28125,0.189655172,0.211640212,-0.745200698,-0.559322034,-0.854014599,-0.597197898,0.021052632,0.207446809,-0.609333333,-0.039130435,0.164634146,0.5,0.045707915,-0.826,-0.955078125,-0.420408163,-0.2,-0.201094391,-0.533834586,-0.588761175,-0.02,1,-0.986374962,1,Skilled Big
ZACH RANDOLPH2013-2014,0.28125,0,0.116402116,-0.556719023,-0.627118644,-0.897810219,-0.579684764,0.178947368,0.228723404,-0.625333333,0.082608696,0.31097561,0.484,0.056856187,-0.8,-0.966611018,-0.395918367,-0.31,-0.053351573,-0.537593985,-0.565772669,-0.078,1,-0.994179855,1,Skilled Big
ZACH RANDOLPH2014-2015,0.28125,-0.034482759,0.248677249,-0.602094241,-0.457627119,-0.927007299,-0.551663748,0.084210526,0.292553191,-0.573333333,0.030434783,0.152439024,0.53,0.092530658,-0.3,-0.957081545,-0.453061224,-0.182,-0.228454172,-0.541353383,-0.578544061,-0.046,0.714,-0.992518741,1,Skilled Big
ZACH RANDOLPH2015-2016,0.28125,-0.163793103,-0.021164021,-0.54973822,-0.627118644,-0.912408759,-0.667250438,0.1,0.228723404,-0.682666667,0.056521739,0.280487805,0.592,0.074693423,-0.538,-0.942668137,-0.33877551,-0.372,-0.151846785,-0.612781955,-0.374201788,-0.044,0.666,-0.992304845,1,Skilled Big
ZACH RANDOLPH2016-2017,0.28125,-0.025862069,0.333333333,-0.528795812,-0.627118644,-0.927007299,-0.698774081,0.342105263,0.239361702,-0.733333333,0.204347826,0.579268293,0.462,0.056856187,-0.554,-0.804979253,-0.2,-0.414,-0.225718194,-0.582706767,-0.453384419,-0.044,1,-0.953087291,7,Skilled Forward
ZACH RANDOLPH2017-2018,0.28125,-0.396551724,0.137566138,-0.479930192,-0.525423729,-0.912408759,-0.562171629,0.257894737,0.175531915,-0.813333333,0.152173913,0.426829268,0.57,0.121516165,-0.306,-0.614678899,-0.110204082,-0.542,-0.21751026,-0.541353383,-0.565772669,-0.194,0.922,-0.903951754,7,Skilled Forward
ZELJKO REBRACA2001-2002,0.5,-0.275862069,-0.031746032,-0.80104712,-0.559322034,-0.357664234,-0.450087566,-0.068421053,0.117021277,-0.376,-0.086956522,-0.103658537,0.542,0.125975474,-1,-1,-0.493877551,-0.368,0.110807114,-0.105263158,-0.897828863,0.334,-1,-1,5,Traditional Center
ZELJKO REBRACA2002-2003,0.5,-0.439655172,-0.26984127,-0.87434555,-0.762711864,-0.620437956,-0.478108581,-0.184210526,1.11E-16,-0.558666667,-0.12173913,-0.134146341,0.584,0.230769231,-1,-1,-0.436734694,-0.434,-0.036935705,0.191729323,-0.877394636,0.426,-1,-1,5,Traditional Center
ZELJKO REBRACA2003-2004,0.5,-0.146551724,-0.343915344,-0.860383944,-0.661016949,-0.562043796,-0.443082312,-0.236842105,-0.186170213,-0.48,-0.308695652,-0.201219512,0.534,-0.014492754,-1,-1,-0.379591837,-0.532,-0.075239398,0.417293233,-0.867177522,-0.058,-1,-1,5,Traditional Center
ZELJKO REBRACA2004-2005,0.5,-0.439655172,-0.222222222,-0.832460733,-0.728813559,-0.518248175,-0.464098074,-0.352631579,1.11E-16,-0.516,-0.239130435,-0.304878049,0.718,0.266443701,-1,-1,-0.47755102,-0.418,0.121751026,-0.037593985,-0.890166028,0.338,-1,-1,5,Traditional Center
ZELJKO REBRACA2005-2006,0.5,-0.672413793,-0.386243386,-0.877835951,-0.796610169,-0.489051095,-0.390542907,-0.378947368,-0.175531915,-0.430666667,-0.352173913,-0.390243902,0.512,0.208472687,-1,-1,-0.518367347,-0.438,0.310533516,-0.139097744,-0.974457216,0.576,-1,-1,5,Traditional Center
JASON RICHARDSON2001-2002,0.03125,-0.577586207,-0.64021164,-0.462478185,-0.322033898,-0.883211679,-0.583187391,-0.063157895,-0.010638298,-0.742666667,-0.130434783,0.152439024,0.342,0.010033445,-0.334,-0.548623853,-0.012244898,-0.478,-0.543091655,-0.511278195,-0.448275862,-0.052,0.854,-0.891420384,7,Skilled Forward
JASON RICHARDSON2002-2003,0.03125,-0.620689655,-0.566137566,-0.465968586,-0.423728814,-0.912408759,-0.569176883,0.015789474,0.042553191,-0.689333333,-0.043478261,0.201219512,0.528,-0.04793757,-0.264,-0.424633936,0.069387755,-0.532,-0.575923393,-0.533834586,-0.491698595,-0.1,0.642,-0.843541396,6,Ball Dominant Scorer
JASON RICHARDSON2003-2004,0.03125,-0.594827586,-0.301587302,-0.493891798,-0.457627119,-0.854014599,-0.583187391,0.163157895,0.14893617,-0.608,0.060869565,0.292682927,0.368,0.072463768,-0.436,-0.574766355,-0.085714286,-0.42,-0.485636115,-0.590225564,-0.491698595,0.012,0.922,-0.834703715,7,Skilled Forward
JASON RICHARDSON2004-2005,0.03125,-0.586206897,-0.455026455,-0.329842932,-0.322033898,-0.883211679,-0.646234676,0.231578947,0.265957447,-0.698666667,0.186956522,0.43902439,0.386,0.08361204,-0.324,-0.459064327,0.028571429,-0.434,-0.616963064,-0.657894737,-0.448275862,-0.064,0.504,-0.818958783,6,Ball Dominant Scorer
JASON RICHARDSON2005-2006,0.03125,-0.655172414,-0.417989418,-0.455497382,-0.423728814,-0.854014599,-0.670753065,0.257894737,0.276595745,-0.62,0.256521739,0.432926829,0.346,0.063545151,-0.232,-0.336578581,0.110204082,-0.492,-0.633378933,-0.665413534,-0.512132822,-0.066,0.54,-0.730551345,6,Ball Dominant Scorer
JASON RICHARDSON2006-2007,0.03125,-0.603448276,-0.44973545,-0.441535777,-0.457627119,-0.795620438,-0.674255692,-0.021052632,0.079787234,-0.745333333,-0.073913043,0.158536585,0.314,0.010033445,-0.27,-0.179836512,0.232653061,-0.52,-0.775649795,-0.676691729,-0.530012771,0.072,0.872,-0.543940271,8,High Usage Guard
JASON RICHARDSON2007-2008,0.03125,-0.75,-0.412698413,-0.469458988,-0.355932203,-0.795620438,-0.674255692,0.168421053,0.234042553,-0.7,0.195652174,0.353658537,0.504,0.039018952,-0.188,-0.183923706,0.208163265,-0.456,-0.841313269,-0.763157895,-0.494252874,-0.032,0.762,-0.477931564,8,High Usage Guard
JASON RICHARDSON2008-2009,0.03125,-0.663793103,-0.507936508,-0.657940663,-0.457627119,-0.868613139,-0.712784588,-0.063157895,0.143617021,-0.728,0.017391304,0.115853659,0.538,0.154960981,-0.206,-0.332648871,0.044897959,-0.354,-0.688098495,-0.785714286,-0.563218391,0.136,0.814,-0.631239604,8,High Usage Guard
JASON RICHARDSON2009-2010,0.03125,-0.663793103,-0.380952381,-0.692844677,-0.559322034,-0.868613139,-0.723292469,-0.1,0.138297872,-0.754666667,-0.004347826,0.097560976,0.478,0.177257525,-0.214,-0.198396794,0.093877551,-0.37,-0.726402189,-0.785714286,-0.675606641,0.17,0.86,-0.559850098,8,High Usage Guard
JASON RICHARDSON2010-2011,0.03125,-0.75,-0.529100529,-0.678883072,-0.389830508,-0.941605839,-0.726795096,-0.110526316,0.053191489,-0.798666667,-0.052173913,0.103658537,0.46,0.092530658,-0.21,-0.09280303,0.281632653,-0.566,-0.685362517,-0.808270677,-0.58109834,0.194,0.862,-0.484474916,8,High Usage Guard
JASON RICHARDSON2011-2012,0.03125,-0.775862069,-0.502645503,-0.581151832,-0.389830508,-0.839416058,-0.695271454,-0.131578947,-0.037234043,-0.845333333,-0.169565217,0.097560976,0.188,-0.014492754,-0.264,-0.070469799,0.257142857,-0.526,-0.742818057,-0.672932331,-0.701149425,0.178,0.824,-0.509050588,8,High Usage Guard
JASON RICHARDSON2012-2013,0.03125,-0.810344828,-0.407407407,-0.69982548,-0.220338983,-0.824817518,-0.758318739,-0.221052632,-0.074468085,-0.869333333,-0.243478261,0.018292683,0.212,0.030100334,-0.318,-0.005952381,0.404081633,-0.732,-0.723666211,-0.642857143,-0.558109834,0.308,0.824,-0.533888219,0,3PT specialist
JASON RICHARDSON2014-2015,0.03125,-0.724137931,-0.349206349,-0.420593368,-0.457627119,-0.912408759,-0.723292469,-0.073684211,-0.122340426,-0.834666667,-0.195652174,0.176829268,0.546,-0.157190635,-0.354,0.078651685,0.404081633,-0.674,-0.800273598,-0.661654135,-0.655172414,-0.096,0.548,-0.627713724,8,High Usage Guard
JERYL SASSER2002-2003,0.03125,-0.396551724,-0.386243386,-0.67539267,-0.220338983,-0.868613139,-0.513134851,-0.552631579,-0.303191489,-0.497333333,-0.669565217,-0.5,0.358,-0.302118172,-0.41,-0.574879227,-0.004081633,-0.41,-0.616963064,-0.545112782,-0.407407407,0.138,0.692,-0.764348582,3,Role player
KENNY SATTERFIELD2001-2002,-0.28125,-0.715517241,-0.71957672,0.109947644,-0.016949153,-0.98540146,-0.316987741,-0.047368421,-0.132978723,-0.692,-0.317391304,0.018292683,0.566,-0.143812709,-0.482,-0.728643216,-0.069387755,-0.418,-0.573187415,-0.507518797,-0.269476373,-0.242,0.428,-0.982498591,9,Floor General
KENNY SATTERFIELD2002-2003,-0.28125,-0.689655172,-0.767195767,-0.193717277,-0.288135593,-0.95620438,-0.366024518,-0.089473684,-0.489361702,-0.817333333,-0.491304348,0.036585366,0.36,-0.279821628,-0.642,-0.693989071,-0.069387755,-0.442,-0.537619699,-0.54887218,-0.287356322,-0.16,0.2,-0.923721247,9,Floor General
BRIAN SCALABRINE2001-2002,0.28125,-0.603448276,-0.312169312,-0.633507853,-0.457627119,-0.927007299,-0.138353765,-0.4,-0.521276596,-0.701333333,-0.626086957,-0.396341463,0.466,-0.217391304,-0.4,-0.701492537,-0.044897959,-0.284,-0.794801642,-0.552631579,-0.236270754,0.1,1,-0.895932338,3,Role player
BRIAN SCALABRINE2002-2003,0.28125,-0.456896552,-0.275132275,-0.654450262,-0.593220339,-0.722627737,-0.302977233,-0.436842105,-0.271276596,-0.716,-0.530434783,-0.390243902,0.666,-0.074693423,-0.282,-0.538461538,0.028571429,-0.42,-0.693570451,-0.733082707,-0.243933589,0.334,0.714,-0.876103445,3,Role player
BRIAN SCALABRINE2003-2004,0.28125,-0.534482759,-0.238095238,-0.605584642,-0.593220339,-0.824817518,-0.495621716,-0.421052632,-0.239361702,-0.572,-0.491304348,-0.365853659,0.658,-0.043478261,-0.512,-0.623853211,0.085714286,-0.496,-0.772913817,-0.601503759,-0.049808429,0.606,1,-0.807887515,7,Skilled Forward
BRIAN SCALABRINE2004-2005,0.28125,-0.275862069,-0.227513228,-0.546247818,-0.457627119,-0.810218978,-0.460595447,-0.289473684,-0.159574468,-0.722666667,-0.417391304,-0.201219512,0.536,-0.070234114,-0.352,-0.590361446,-0.020408163,-0.416,-0.611491108,-0.672932331,-0.300127714,0.436,1,-0.685101911,0,3PT specialist
BRIAN SCALABRINE2005-2006,0.28125,-0.689655172,-0.534391534,-0.713787086,-0.593220339,-0.781021898,-0.323992995,-0.526315789,-0.430851064,-0.750666667,-0.6,-0.481707317,0.444,-0.094760312,-0.288,-0.098445596,0.395918367,-0.658,-0.830369357,-0.845864662,-0.297573436,0.348,0.936,-0.385531949,0,3PT specialist
BRIAN SCALABRINE2006-2007,0.28125,-0.767241379,-0.603174603,-0.689354276,-0.593220339,-0.795620438,-0.369527145,-0.626315789,-0.393617021,-0.84,-0.617391304,-0.542682927,0.566,-0.092530658,-0.2,0.151832461,0.567346939,-0.728,-0.928864569,-0.823308271,-0.45083014,0.09,1,-0.325380017,0,3PT specialist
BRIAN SCALABRINE2007-2008,0.28125,-0.534482759,-0.455026455,-0.609075044,-0.694915254,-0.810218978,-0.292469352,-0.578947368,-0.473404255,-0.716,-0.7,-0.542682927,0.5,-0.348940914,-0.348,-0.021276596,0.346938776,-0.66,-0.649794802,-0.879699248,-0.537675607,0.714,1,-0.184510299,3,Role player
BRIAN SCALABRINE2008-2009,0.28125,-0.844827586,-0.592592593,-0.815008726,-0.762711864,-0.766423358,-0.684763573,-0.542105263,-0.35106383,-0.789333333,-0.473913043,-0.402439024,0.778,0.010033445,-0.214,0.070175439,0.502040816,-0.72,-0.904240766,-0.868421053,-0.351213282,0.916,0.916,0.100620509,0,3PT specialist
BRIAN SCALABRINE2009-2010,0.28125,-0.793103448,-0.592592593,-0.717277487,-0.661016949,-0.897810219,-0.432574431,-0.647368421,-0.553191489,-0.905333333,-0.717391304,-0.56097561,0.334,-0.19509476,-0.346,0.152941176,0.567346939,-0.764,-0.934336525,-0.954887218,-0.307790549,0.846,1,0.147555949,3,Role player
