Player_Upper,id,year,VORP,Min,league,flag,lockout
LONNY BAXTER,LONNY BAXTER2005-2006,2005-2006,-0.2,400,NBA,0,0
LONNY BAXTER,LONNY BAXTER2006-2007,2006-2007,1.828213132,637,EUR,0,0
LONNY BAXTER,LONNY BAXTER2008-2009,2008-2009,-0.467190951,252,Euroleague,0,0
LONNY BAXTER,LONNY BAXTER2011-2012,2011-2012,0.027577387,390.1,EUR,0,0
LOREN WOODS,LOREN WOODS2001-2002,2001-2002,-0.1,516,NBA,0,0
LOREN WOODS,LOREN WOODS2002-2003,2002-2003,0,353,NBA,0,0
LOREN WOODS,LOREN WOODS2003-2004,2003-2004,0,506,NBA,0,0
LOREN WOODS,LOREN WOODS2004-2005,2004-2005,-0.2,712,NBA,0,0
LOREN WOODS,LOREN WOODS2005-2006,2005-2006,0,324,NBA,0,0
LOREN WOODS,LOREN WOODS2007-2008,2007-2008,2.734890976,338,Euroleague,0,0
LOREN WOODS,LOREN WOODS2008-2009,2008-2009,-0.018760289,300.4,EUR,0,0
LOREN WOODS,LOREN WOODS2008-2009,2008-2009,3.131205287,251,Euroleague,0,0
LORENZO BROWN,LORENZO BROWN2013-2014,2013-2014,-0.2,224,NBA,0,0
LORENZO BROWN,LORENZO BROWN2014-2015,2014-2015,-0.1,549,NBA,0,0
LORENZO BROWN,LORENZO BROWN2018-2019,2018-2019,-0.1,212,NBA,0,0
LORENZO BROWN,LORENZO BROWN2019-2020,2019-2020,2.040939413,682,Euroleague,0,0
LORENZO BROWN,LORENZO BROWN2019-2020,2019-2020,5.040767034,383.8,EUR,0,0
LORENZO BROWN,LORENZO BROWN2020-2021,2020-2021,-0.452779859,851,Euroleague,0,0
LORENZO BROWN,LORENZO BROWN2020-2021,2020-2021,1.512148821,476.9,EUR,0,0
LORENZO BROWN,LORENZO BROWN2021-2022,2021-2022,3.151917072,495,EUR,0,0
LORENZO BROWN,LORENZO BROWN2021-2022,2021-2022,4.279290121,705,Euroleague,0,0
LUCAS NOGUEIRA,LUCAS NOGUEIRA2012-2013,2012-2013,1.695563138,460.8,EUR,0,0
LUCAS NOGUEIRA,LUCAS NOGUEIRA2013-2014,2013-2014,1.436747095,297.9,EUR,0,0
LUCAS NOGUEIRA,LUCAS NOGUEIRA2015-2016,2015-2016,0.1,225,NBA,0,0
LUCAS NOGUEIRA,LUCAS NOGUEIRA2016-2017,2016-2017,1.1,1088,NBA,0,0
LUCAS NOGUEIRA,LUCAS NOGUEIRA2017-2018,2017-2018,0.8,418,NBA,0,0
LUIS SCOLA,LUIS SCOLA2000-2001,2000-2001,0.040658718,402,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2001-2002,2001-2002,5.196467006,473,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2002-2003,2002-2003,0.801923084,396,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2003-2004,2003-2004,1.937686381,404,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2003-2004,2003-2004,3.264725372,1093.4,EUR,0,0
LUIS SCOLA,LUIS SCOLA2004-2005,2004-2005,1.888756974,682,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2004-2005,2004-2005,6.951357678,1354.9,EUR,0,0
LUIS SCOLA,LUIS SCOLA2005-2006,2005-2006,4.840902131,1252.4,EUR,0,0
LUIS SCOLA,LUIS SCOLA2005-2006,2005-2006,4.887636227,714,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2006-2007,2006-2007,3.839208789,609,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2006-2007,2006-2007,5.401695344,1090.8,EUR,0,0
LUIS SCOLA,LUIS SCOLA2007-2008,2007-2008,1,2024,NBA,0,0
LUIS SCOLA,LUIS SCOLA2008-2009,2008-2009,1.6,2488,NBA,0,0
LUIS SCOLA,LUIS SCOLA2009-2010,2009-2010,1.1,2671,NBA,0,0
LUIS SCOLA,LUIS SCOLA2010-2011,2010-2011,1,2412,NBA,0,0
LUIS SCOLA,LUIS SCOLA2011-2012,2011-2012,0,2067,NBA,0,0
LUIS SCOLA,LUIS SCOLA2012-2013,2012-2013,0.8,2184,NBA,0,0
LUIS SCOLA,LUIS SCOLA2013-2014,2013-2014,-0.2,1399,NBA,0,0
LUIS SCOLA,LUIS SCOLA2014-2015,2014-2015,0.7,1659,NBA,0,0
LUIS SCOLA,LUIS SCOLA2015-2016,2015-2016,0.4,1636,NBA,0,0
LUIS SCOLA,LUIS SCOLA2016-2017,2016-2017,-0.1,461,NBA,0,0
LUIS SCOLA,LUIS SCOLA2019-2020,2019-2020,1.347256579,285,EUR,0,0
LUIS SCOLA,LUIS SCOLA2019-2020,2019-2020,0.173547427,538,Euroleague,0,0
LUIS SCOLA,LUIS SCOLA2020-2021,2020-2021,2.717951495,828,EUR,0,0
LUKA DONCIC,LUKA DONCIC2015-2016,2015-2016,1.233375402,503.6,EUR,0,0
LUKA DONCIC,LUKA DONCIC2016-2017,2016-2017,2.46717117,829.8,EUR,0,0
LUKA DONCIC,LUKA DONCIC2016-2017,2016-2017,3.866070039,696,Euroleague,0,0
LUKA DONCIC,LUKA DONCIC2017-2018,2017-2018,5.271316907,856,Euroleague,0,0
LUKA DONCIC,LUKA DONCIC2017-2018,2017-2018,4.697511889,899.9,EUR,0,0
LUKA DONCIC,LUKA DONCIC2018-2019,2018-2019,3.4,2318,NBA,0,0
LUKA DONCIC,LUKA DONCIC2019-2020,2019-2020,5.4,2047,NBA,0,0
LUKA DONCIC,LUKA DONCIC2020-2021,2020-2021,5.1,2262,NBA,0,0
LUKA DONCIC,LUKA DONCIC2021-2022,2021-2022,5.9,2301,NBA,0,0
LUKA SAMANIC,LUKA SAMANIC2018-2019,2018-2019,0.089845129,316.9,EUR,0,0
LUKA SAMANIC,LUKA SAMANIC2020-2021,2020-2021,-0.2,308,NBA,0,0
LUKE BABBITT,LUKE BABBITT2011-2012,2011-2012,0,537,NBA,0,0
LUKE BABBITT,LUKE BABBITT2012-2013,2012-2013,-0.1,730,NBA,0,0
LUKE BABBITT,LUKE BABBITT2013-2014,2013-2014,0.1,473,NBA,1,0
LUKE BABBITT,LUKE BABBITT2013-2014,2013-2014,1.230651585,179.3,EUR,0,0
LUKE BABBITT,LUKE BABBITT2014-2015,2014-2015,0.3,830,NBA,0,0
LUKE BABBITT,LUKE BABBITT2015-2016,2015-2016,-0.1,845,NBA,0,0
LUKE BABBITT,LUKE BABBITT2016-2017,2016-2017,0,1065,NBA,0,0
LUKE BABBITT,LUKE BABBITT2017-2018,2017-2018,-0.1,715,NBA,0,0
LUKE HARANGODY,LUKE HARANGODY2010-2011,2010-2011,-0.3,640,NBA,0,0
LUKE HARANGODY,LUKE HARANGODY2011-2012,2011-2012,-0.1,231,NBA,0,0
LUKE HARANGODY,LUKE HARANGODY2014-2015,2014-2015,2.903170345,787.2,EUR,0,0
LUKE HARANGODY,LUKE HARANGODY2014-2015,2014-2015,4.605205883,231,Euroleague,0,0
LUKE HARANGODY,LUKE HARANGODY2015-2016,2015-2016,,476,Euroleague,0,0
LUKE HARANGODY,LUKE HARANGODY2015-2016,2015-2016,3.230134697,620.4,EUR,0,0
LUKE HARANGODY,LUKE HARANGODY2016-2017,2016-2017,3.022034348,511.6,EUR,0,0
LUKE HARANGODY,LUKE HARANGODY2016-2017,2016-2017,0.686859371,373,Euroleague,0,0
LUKE HARANGODY,LUKE HARANGODY2018-2019,2018-2019,1.655494823,798.8,EUR,0,0
LUKE HARANGODY,LUKE HARANGODY2019-2020,2019-2020,0.94541964,540.7,EUR,0,0
LUKE JACKSON,LUKE JACKSON2005-2006,2005-2006,-0.2,315,NBA,0,0
LUKE JACKSON,LUKE JACKSON2007-2008,2007-2008,-0.1,228,NBA,0,0
LUKE JACKSON,LUKE JACKSON2009-2010,2009-2010,2.056701384,853,EUR,0,0
LYNN GREER,LYNN GREER2003-2004,2003-2004,5.127147844,502,Euroleague,0,0
LYNN GREER,LYNN GREER2005-2006,2005-2006,6.026452521,1163,EUR,0,0
LYNN GREER,LYNN GREER2006-2007,2006-2007,0.1,432,NBA,0,0
LYNN GREER,LYNN GREER2007-2008,2007-2008,3.38258555,585,Euroleague,0,0
LYNN GREER,LYNN GREER2008-2009,2008-2009,2.879829384,554,Euroleague,0,0
LYNN GREER,LYNN GREER2009-2010,2009-2010,1.993263547,171,Euroleague,0,0
LYNN GREER,LYNN GREER2010-2011,2010-2011,0.33924859,497,EUR,0,0
LYNN GREER,LYNN GREER2011-2012,2011-2012,3.331290818,394.1,EUR,0,0
LYNN GREER,LYNN GREER2011-2012,2011-2012,1.090830104,379,Euroleague,0,0
LYNN GREER,LYNN GREER2012-2013,2012-2013,2.49098926,532.5,EUR,0,0
LYNN GREER,LYNN GREER2014-2015,2014-2015,0.70672371,390,EUR,0,0
MAALIK WAYNS,MAALIK WAYNS2012-2013,2012-2013,-0.4,202,NBA,0,0
MAALIK WAYNS,MAALIK WAYNS2015-2016,2015-2016,-0.801623602,645,EUR,0,0
MAALIK WAYNS,MAALIK WAYNS2017-2018,2017-2018,0.215223727,325,EUR,0,0
MAALIK WAYNS,MAALIK WAYNS2018-2019,2018-2019,-0.797087255,179,EUR,0,0
MACEO BASTON,MACEO BASTON2003-2004,2003-2004,2.272867545,500,Euroleague,0,0
MACEO BASTON,MACEO BASTON2004-2005,2004-2005,4.459704108,567,Euroleague,0,0
MACEO BASTON,MACEO BASTON2005-2006,2005-2006,2.271160997,608,Euroleague,0,0
MACEO BASTON,MACEO BASTON2006-2007,2006-2007,0.1,405,NBA,0,0
MACEO BASTON,MACEO BASTON2008-2009,2008-2009,-0.1,217,NBA,0,0
MACIEJ LAMPE,MACIEJ LAMPE2003-2004,2003-2004,-0.2,224,NBA,0,0
MACIEJ LAMPE,MACIEJ LAMPE2004-2005,2004-2005,-0.5,380,NBA,0,0
MACIEJ LAMPE,MACIEJ LAMPE2011-2012,2011-2012,1.378254615,498.3,EUR,0,0
MACIEJ LAMPE,MACIEJ LAMPE2012-2013,2012-2013,0.670700647,821.4,EUR,0,0
MACIEJ LAMPE,MACIEJ LAMPE2012-2013,2012-2013,0.844399719,691,Euroleague,0,0
MACIEJ LAMPE,MACIEJ LAMPE2013-2014,2013-2014,1.648829342,569.9,EUR,0,0
MACIEJ LAMPE,MACIEJ LAMPE2013-2014,2013-2014,0.632056393,273,Euroleague,0,0
MACIEJ LAMPE,MACIEJ LAMPE2014-2015,2014-2015,0.690229558,492,EUR,0,0
MACIEJ LAMPE,MACIEJ LAMPE2014-2015,2014-2015,0.554730171,318,Euroleague,0,0
MACIEJ LAMPE,MACIEJ LAMPE2015-2016,2015-2016,1.824785273,608.9,EUR,0,0
MACIEJ LAMPE,MACIEJ LAMPE2020-2021,2020-2021,-0.270514208,352,EUR,0,0
MAHMOUD ABDUL-RAUF,MAHMOUD ABDUL-RAUF2000-2001,2000-2001,0.1,486,NBA,0,0
MAHMOUD ABDUL-RAUF,MAHMOUD ABDUL-RAUF2004-2005,2004-2005,1.967343379,727,EUR,0,0
MAHMOUD ABDUL-RAUF,MAHMOUD ABDUL-RAUF2006-2007,2006-2007,-0.886873373,193,Euroleague,0,0
MALACHI RICHARDSON,MALACHI RICHARDSON2016-2017,2016-2017,-0.1,198,NBA,0,0
MALACHI RICHARDSON,MALACHI RICHARDSON2017-2018,2017-2018,-0.3,324,NBA,0,0
MALACHI RICHARDSON,MALACHI RICHARDSON2019-2020,2019-2020,0.382378369,174,EUR,0,0
MALCOLM DELANEY,MALCOLM DELANEY2011-2012,2011-2012,4.126771387,1090,EUR,0,0
MALCOLM DELANEY,MALCOLM DELANEY2013-2014,2013-2014,4.212241159,679,Euroleague,0,0
MALCOLM DELANEY,MALCOLM DELANEY2014-2015,2014-2015,3.297151912,1018.6,EUR,0,0
MALCOLM DELANEY,MALCOLM DELANEY2015-2016,2015-2016,,1031,Euroleague,0,0
MALCOLM DELANEY,MALCOLM DELANEY2015-2016,2015-2016,2.547588258,794.9,EUR,0,0
MALCOLM DELANEY,MALCOLM DELANEY2016-2017,2016-2017,-1.1,1248,NBA,0,0
MALCOLM DELANEY,MALCOLM DELANEY2017-2018,2017-2018,-0.1,1014,NBA,0,0
MALCOLM DELANEY,MALCOLM DELANEY2019-2020,2019-2020,1.956225679,584,Euroleague,0,0
MALCOLM DELANEY,MALCOLM DELANEY2019-2020,2019-2020,0.498373833,426.5,EUR,0,0
MALCOLM DELANEY,MALCOLM DELANEY2020-2021,2020-2021,0.943238434,798,Euroleague,0,0
MALCOLM DELANEY,MALCOLM DELANEY2020-2021,2020-2021,-0.204021849,386,EUR,0,0
MALCOLM DELANEY,MALCOLM DELANEY2021-2022,2021-2022,-0.553624329,679,Euroleague,0,0
MALCOLM DELANEY,MALCOLM DELANEY2021-2022,2021-2022,0.118458796,239,EUR,0,0
MALCOLM HILL,MALCOLM HILL2019-2020,2019-2020,5.727736661,596.7,EUR,0,0
MALCOLM HILL,MALCOLM HILL2021-2022,2021-2022,0,212,NBA,0,0
MALCOLM LEE,MALCOLM LEE2011-2012,2011-2012,-0.1,243,NBA,0,0
MALCOLM LEE,MALCOLM LEE2012-2013,2012-2013,0,289,NBA,0,0
MALCOLM LEE,MALCOLM LEE2016-2017,2016-2017,-0.423392191,424.7,EUR,0,0
MALCOLM LEE,MALCOLM LEE2017-2018,2017-2018,0.344101015,212.3,EUR,0,0
MALCOLM LEE,MALCOLM LEE2018-2019,2018-2019,0.556635142,239.5,EUR,0,0
MALCOLM LEE,MALCOLM LEE2019-2020,2019-2020,-0.019916276,368.7,EUR,0,0
MALCOLM MILLER,MALCOLM MILLER2019-2020,2019-2020,0,162,NBA,0,0
MALCOLM MILLER,MALCOLM MILLER2021-2022,2021-2022,-0.281824113,205,EUR,0,0
MALCOLM THOMAS,MALCOLM THOMAS2012-2013,2012-2013,-0.427941066,239,Euroleague,0,0
MALCOLM THOMAS,MALCOLM THOMAS2014-2015,2014-2015,-0.2,194,NBA,0,0
MALCOLM THOMAS,MALCOLM THOMAS2017-2018,2017-2018,2.131339455,703.5,EUR,0,0
MALCOLM THOMAS,MALCOLM THOMAS2017-2018,2017-2018,1.849399615,726,Euroleague,0,0
MALCOLM THOMAS,MALCOLM THOMAS2018-2019,2018-2019,1.741930177,697.5,EUR,0,0
MALCOLM THOMAS,MALCOLM THOMAS2018-2019,2018-2019,2.215598947,618,Euroleague,0,0
MALCOLM THOMAS,MALCOLM THOMAS2019-2020,2019-2020,0.012428677,179,Euroleague,0,0
MALCOLM THOMAS,MALCOLM THOMAS2020-2021,2020-2021,0.617528934,267.5,EUR,0,0
MALCOLM THOMAS,MALCOLM THOMAS2021-2022,2021-2022,1.903576453,584.5,EUR,0,0
MALIK HAIRSTON,MALIK HAIRSTON2008-2009,2008-2009,0,155,NBA,0,0
MALIK HAIRSTON,MALIK HAIRSTON2009-2010,2009-2010,0,317,NBA,0,0
MALIK HAIRSTON,MALIK HAIRSTON2010-2011,2010-2011,1.653282351,299,Euroleague,0,0
MALIK HAIRSTON,MALIK HAIRSTON2010-2011,2010-2011,1.385070023,477,EUR,0,0
MALIK HAIRSTON,MALIK HAIRSTON2011-2012,2011-2012,2.825983331,292,Euroleague,0,0
MALIK HAIRSTON,MALIK HAIRSTON2011-2012,2011-2012,1.848594456,917,EUR,0,0
MALIK HAIRSTON,MALIK HAIRSTON2012-2013,2012-2013,-0.070028047,300,Euroleague,0,0
MALIK HAIRSTON,MALIK HAIRSTON2012-2013,2012-2013,2.26002002,971,EUR,0,0
MALIK HAIRSTON,MALIK HAIRSTON2013-2014,2013-2014,-1.405597809,589,Euroleague,0,0
MALIK HAIRSTON,MALIK HAIRSTON2013-2014,2013-2014,-0.324821927,588.4,EUR,0,0
MALIK HAIRSTON,MALIK HAIRSTON2014-2015,2014-2015,2.267457306,386.7,EUR,0,0
MALIK HAIRSTON,MALIK HAIRSTON2015-2016,2015-2016,3.017128901,720.2,EUR,0,0
MALIK HAIRSTON,MALIK HAIRSTON2018-2019,2018-2019,-1.045090627,978,EUR,0,0
MAMADOU N'DIAYE,MAMADOU N'DIAYE2002-2003,2002-2003,-0.2,364,NBA,0,0
MAMADOU N'DIAYE,MAMADOU N'DIAYE2003-2004,2003-2004,-0.3,366,NBA,0,0
MAMADOU N'DIAYE,MAMADOU N'DIAYE2007-2008,2007-2008,-0.002667583,155,Euroleague,0,0
MANNY HARRIS,MANNY HARRIS2010-2011,2010-2011,-0.4,933,NBA,0,0
MANNY HARRIS,MANNY HARRIS2011-2012,2011-2012,0,456,NBA,0,0
MANNY HARRIS,MANNY HARRIS2012-2013,2012-2013,0.209129822,303.8,EUR,0,0
MANNY HARRIS,MANNY HARRIS2013-2014,2013-2014,-0.1,180,NBA,0,0
MANNY HARRIS,MANNY HARRIS2013-2014,2013-2014,1.939671391,212.8,EUR,1,0
MANNY HARRIS,MANNY HARRIS2014-2015,2014-2015,0.925979934,415,EUR,0,0
MANNY HARRIS,MANNY HARRIS2015-2016,2015-2016,1.551313792,469.4,EUR,0,0
MANNY HARRIS,MANNY HARRIS2017-2018,2017-2018,0.026694518,643.1,EUR,0,0
MANNY HARRIS,MANNY HARRIS2018-2019,2018-2019,2.40065026,412.7,EUR,0,0
MARC GASOL,MARC GASOL2004-2005,2004-2005,0.276987457,308.4,EUR,0,0
MARC GASOL,MARC GASOL2005-2006,2005-2006,0.203279514,222.6,EUR,0,0
MARC GASOL,MARC GASOL2006-2007,2006-2007,3.314395715,833.7,EUR,0,0
MARC GASOL,MARC GASOL2007-2008,2007-2008,6.993347763,1241.9,EUR,0,0
MARC GASOL,MARC GASOL2008-2009,2008-2009,1.2,2521,NBA,0,0
MARC GASOL,MARC GASOL2009-2010,2009-2010,3,2469,NBA,0,0
MARC GASOL,MARC GASOL2010-2011,2010-2011,2.8,2586,NBA,0,0
MARC GASOL,MARC GASOL2011-2012,2011-2012,3.1,2370,NBA,0,0
MARC GASOL,MARC GASOL2012-2013,2012-2013,5.1,2796,NBA,0,0
MARC GASOL,MARC GASOL2013-2014,2013-2014,2.5,1970,NBA,0,0
MARC GASOL,MARC GASOL2014-2015,2014-2015,4.8,2687,NBA,0,0
MARC GASOL,MARC GASOL2015-2016,2015-2016,1.7,1791,NBA,0,0
MARC GASOL,MARC GASOL2016-2017,2016-2017,4.6,2531,NBA,0,0
MARC GASOL,MARC GASOL2017-2018,2017-2018,2.7,2408,NBA,0,0
MARC GASOL,MARC GASOL2018-2019,2018-2019,3.1,2436,NBA,0,0
MARC GASOL,MARC GASOL2019-2020,2019-2020,1.1,1161,NBA,0,0
MARC GASOL,MARC GASOL2020-2021,2020-2021,1.1,993,NBA,0,0
MARC JACKSON,MARC JACKSON2000-2001,2000-2001,0.2,1410,NBA,0,0
MARC JACKSON,MARC JACKSON2001-2002,2001-2002,-0.3,495,NBA,0,0
MARC JACKSON,MARC JACKSON2002-2003,2002-2003,-0.3,1041,NBA,0,0
MARC JACKSON,MARC JACKSON2003-2004,2003-2004,0,598,NBA,0,0
MARC JACKSON,MARC JACKSON2004-2005,2004-2005,0.1,1976,NBA,0,0
MARC JACKSON,MARC JACKSON2005-2006,2005-2006,-0.6,1027,NBA,0,0
MARC JACKSON,MARC JACKSON2006-2007,2006-2007,-0.4,1025,NBA,0,0
MARC JACKSON,MARC JACKSON2007-2008,2007-2008,1.750942997,552,Euroleague,0,0
MARC JACKSON,MARC JACKSON2009-2010,2009-2010,0.12734283,441.1,EUR,0,0
MARCIN GORTAT,MARCIN GORTAT2006-2007,2006-2007,0.398435545,388,Euroleague,0,0
MARCIN GORTAT,MARCIN GORTAT2008-2009,2008-2009,0.6,794,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2009-2010,2009-2010,0.6,1088,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2010-2011,2010-2011,1.5,2032,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2011-2012,2011-2012,2.3,2114,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2012-2013,2012-2013,0.7,1876,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2013-2014,2013-2014,1.8,2655,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2014-2015,2014-2015,2.1,2453,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2015-2016,2015-2016,1.5,2256,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2016-2017,2016-2017,0.8,2556,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2017-2018,2017-2018,0.8,2075,NBA,0,0
MARCIN GORTAT,MARCIN GORTAT2018-2019,2018-2019,0.1,751,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2003-2004,2003-2004,-0.214455629,200,Euroleague,0,0
MARCO BELINELLI,MARCO BELINELLI2003-2004,2003-2004,0.839339373,412,EUR,0,0
MARCO BELINELLI,MARCO BELINELLI2004-2005,2004-2005,1.662607216,778,EUR,0,0
MARCO BELINELLI,MARCO BELINELLI2004-2005,2004-2005,0.655853768,299,Euroleague,0,0
MARCO BELINELLI,MARCO BELINELLI2005-2006,2005-2006,3.328948571,1304,EUR,0,0
MARCO BELINELLI,MARCO BELINELLI2005-2006,2005-2006,3.482799825,531,Euroleague,0,0
MARCO BELINELLI,MARCO BELINELLI2006-2007,2006-2007,-2.654557186,360,Euroleague,0,0
MARCO BELINELLI,MARCO BELINELLI2006-2007,2006-2007,1.218894018,1035,EUR,0,0
MARCO BELINELLI,MARCO BELINELLI2007-2008,2007-2008,-0.2,241,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2008-2009,2008-2009,-0.1,882,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2009-2010,2009-2010,0.2,1121,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2010-2011,2010-2011,0.7,1957,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2011-2012,2011-2012,0.4,1966,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2012-2013,2012-2013,-0.1,1882,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2013-2014,2013-2014,1.7,2016,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2014-2015,2014-2015,0.4,1388,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2015-2016,2015-2016,-0.8,1672,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2016-2017,2016-2017,0.4,1778,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2017-2018,2017-2018,0.8,1947,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2018-2019,2018-2019,0.1,1815,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2019-2020,2019-2020,-0.2,883,NBA,0,0
MARCO BELINELLI,MARCO BELINELLI2020-2021,2020-2021,1.96409448,576,EUR,0,0
MARCO BELINELLI,MARCO BELINELLI2021-2022,2021-2022,1.382206838,652,EUR,0,0
MARCUS BANKS,MARCUS BANKS2003-2004,2003-2004,-0.4,1385,NBA,0,0
MARCUS BANKS,MARCUS BANKS2004-2005,2004-2005,0.3,1145,NBA,0,0
MARCUS BANKS,MARCUS BANKS2005-2006,2005-2006,0.1,1497,NBA,0,0
MARCUS BANKS,MARCUS BANKS2006-2007,2006-2007,-0.2,503,NBA,0,0
MARCUS BANKS,MARCUS BANKS2007-2008,2007-2008,0.1,569,NBA,0,0
MARCUS BANKS,MARCUS BANKS2008-2009,2008-2009,-0.1,206,NBA,0,0
MARCUS BANKS,MARCUS BANKS2009-2010,2009-2010,0.1,244,NBA,0,0
MARCUS BANKS,MARCUS BANKS2012-2013,2012-2013,0.494704348,194,EUR,0,0
MARCUS BANKS,MARCUS BANKS2012-2013,2012-2013,0.754906867,292,Euroleague,0,0
MARCUS BANKS,MARCUS BANKS2013-2014,2013-2014,-0.29582914,400,EUR,0,0
MARCUS FIZER,MARCUS FIZER2000-2001,2000-2001,-1.6,1580,NBA,0,0
MARCUS FIZER,MARCUS FIZER2001-2002,2001-2002,-0.5,1963,NBA,0,0
MARCUS FIZER,MARCUS FIZER2002-2003,2002-2003,0.2,809,NBA,0,0
MARCUS FIZER,MARCUS FIZER2003-2004,2003-2004,-0.5,738,NBA,0,0
MARCUS FIZER,MARCUS FIZER2004-2005,2004-2005,-0.2,903,NBA,0,0
MARCUS FIZER,MARCUS FIZER2006-2007,2006-2007,0.408303981,655,EUR,0,0
MARCUS FIZER,MARCUS FIZER2007-2008,2007-2008,0.589696243,256,Euroleague,0,0
MARCUS HAISLIP,MARCUS HAISLIP2002-2003,2002-2003,-0.4,441,NBA,0,0
MARCUS HAISLIP,MARCUS HAISLIP2003-2004,2003-2004,0.1,263,NBA,0,0
MARCUS HAISLIP,MARCUS HAISLIP2005-2006,2005-2006,0.067009406,481,Euroleague,0,0
MARCUS HAISLIP,MARCUS HAISLIP2006-2007,2006-2007,4.079536678,555,Euroleague,0,0
MARCUS HAISLIP,MARCUS HAISLIP2007-2008,2007-2008,1.157486311,801.4,EUR,0,0
MARCUS HAISLIP,MARCUS HAISLIP2007-2008,2007-2008,1.488379743,380,Euroleague,0,0
MARCUS HAISLIP,MARCUS HAISLIP2008-2009,2008-2009,0.90241163,384,Euroleague,0,0
MARCUS HAISLIP,MARCUS HAISLIP2008-2009,2008-2009,3.029328643,980.2,EUR,0,0
MARCUS HAISLIP,MARCUS HAISLIP2014-2015,2014-2015,1.693317562,455,EUR,0,0
MARCUS HAISLIP,MARCUS HAISLIP2015-2016,2015-2016,0.43257007,523.5,EUR,0,0
MARCUS HAISLIP,MARCUS HAISLIP2016-2017,2016-2017,0.107838463,494.8,EUR,0,0
MARCUS THORNTON,MARCUS THORNTON2009-2010,2009-2010,1.4,1872,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2010-2011,2010-2011,1.3,1775,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2011-2012,2011-2012,1.4,1780,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2012-2013,2012-2013,1,1726,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2013-2014,2013-2014,0.2,1741,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2014-2015,2014-2015,0.6,721,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2015-2016,2015-2016,0.4,1109,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2016-2017,2016-2017,-0.1,575,NBA,0,0
MARCUS THORNTON,MARCUS THORNTON2016-2017,2016-2017,-0.10258858,856,EUR,1,0
MARCUS THORNTON,MARCUS THORNTON2019-2020,2019-2020,-0.708164982,565,EUR,0,0
MARCUS WILLIAMS,MARCUS WILLIAMS2006-2007,2006-2007,-0.6,1315,NBA,0,0
MARCUS WILLIAMS,MARCUS WILLIAMS2007-2008,2007-2008,-0.1,854,NBA,0,0
MARCUS WILLIAMS,MARCUS WILLIAMS2009-2010,2009-2010,-0.2,872,NBA,0,0
MARCUS WILLIAMS,MARCUS WILLIAMS2012-2013,2012-2013,2.181658274,522,Euroleague,0,0
MARCUS WILLIAMS,MARCUS WILLIAMS2013-2014,2013-2014,-0.682940614,553,Euroleague,0,0
MARCUS WILLIAMS,MARCUS WILLIAMS2014-2015,2014-2015,1.182161347,598,Euroleague,0,0
MARDY COLLINS,MARDY COLLINS2006-2007,2006-2007,-0.2,777,NBA,0,0
MARDY COLLINS,MARDY COLLINS2007-2008,2007-2008,-0.7,634,NBA,0,0
MARDY COLLINS,MARDY COLLINS2008-2009,2008-2009,-0.3,890,NBA,0,0
MARDY COLLINS,MARDY COLLINS2009-2010,2009-2010,-0.4,470,NBA,0,0
MARDY COLLINS,MARDY COLLINS2013-2014,2013-2014,0.972890411,600.4,EUR,0,0
MARDY COLLINS,MARDY COLLINS2014-2015,2014-2015,-0.744297972,241,Euroleague,0,0
