Player_Upper,id,year,VORP,Min,league,flag,lockout
A.J. GUYTON,A.J. GUYTON2000-2001,2000-2001,-0.3,630,NBA,0,0
A.J. GUYTON,A.J. GUYTON2001-2002,2001-2002,0.1,607,NBA,0,0
A.J. GUYTON,A.J. GUYTON2003-2004,2003-2004,-0.039505278,199,Euroleague,0,0
A.J. GUYTON,A.J. GUYTON2003-2004,2003-2004,0.559864323,425,EUR,0,0
A.J. GUYTON,A.J. GUYTON2005-2006,2005-2006,-0.981173797,800,EUR,0,0
AARON HARRISON,AARON HARRISON2017-2018,2017-2018,-0.3,233,NBA,0,0
AARON HARRISON,AARON HARRISON2018-2019,2018-2019,4.965950559,1023.4,EUR,0,0
AARON HARRISON,AARON HARRISON2019-2020,2019-2020,5.015672027,637.1,EUR,0,0
AARON HARRISON,AARON HARRISON2020-2021,2020-2021,-0.644341402,473,Euroleague,0,0
AARON HARRISON,AARON HARRISON2021-2022,2021-2022,0.474680345,338.1,EUR,0,0
ACIE LAW,ACIE LAW2007-2008,2007-2008,-0.7,865,NBA,0,0
ACIE LAW,ACIE LAW2008-2009,2008-2009,-0.1,560,NBA,0,0
ACIE LAW,ACIE LAW2009-2010,2009-2010,0.1,234,NBA,0,0
ACIE LAW,ACIE LAW2010-2011,2010-2011,-0.4,726,NBA,0,0
ACIE LAW,ACIE LAW2011-2012,2011-2012,-0.872217717,1038,Euroleague,0,0
ACIE LAW,ACIE LAW2011-2012,2011-2012,0.74361942,584.7,EUR,0,0
ACIE LAW,ACIE LAW2012-2013,2012-2013,0.433617682,686,Euroleague,0,0
ACIE LAW,ACIE LAW2012-2013,2012-2013,2.599376652,521.2,EUR,0,0
ACIE LAW,ACIE LAW2013-2014,2013-2014,-0.444072072,159,Euroleague,0,0
ACIE LAW,ACIE LAW2013-2014,2013-2014,0.879868311,152.9,EUR,0,0
ADAM MORRISON,ADAM MORRISON2006-2007,2006-2007,-1.8,2326,NBA,0,0
ADAM MORRISON,ADAM MORRISON2008-2009,2008-2009,-0.5,711,NBA,0,0
ADAM MORRISON,ADAM MORRISON2009-2010,2009-2010,-0.2,241,NBA,0,0
ADAM MORRISON,ADAM MORRISON2011-2012,2011-2012,0.342394811,409.4,EUR,0,0
ADREIAN PAYNE,ADREIAN PAYNE2014-2015,2014-2015,-0.9,739,NBA,0,0
ADREIAN PAYNE,ADREIAN PAYNE2015-2016,2015-2016,-0.5,486,NBA,0,0
ADREIAN PAYNE,ADREIAN PAYNE2018-2019,2018-2019,1.029625847,384,EUR,0,0
ADREIAN PAYNE,ADREIAN PAYNE2019-2020,2019-2020,1.708696595,254,EUR,0,0
ADREIAN PAYNE,ADREIAN PAYNE2019-2020,2019-2020,1.539972919,237,Euroleague,0,0
ALAN ANDERSON,ALAN ANDERSON2005-2006,2005-2006,-0.2,564,NBA,0,0
ALAN ANDERSON,ALAN ANDERSON2006-2007,2006-2007,-0.2,256,NBA,0,0
ALAN ANDERSON,ALAN ANDERSON2007-2008,2007-2008,1.975779831,844,EUR,0,0
ALAN ANDERSON,ALAN ANDERSON2007-2008,2007-2008,-0.9069826,232,Euroleague,0,0
ALAN ANDERSON,ALAN ANDERSON2008-2009,2008-2009,0.471580355,251,Euroleague,0,0
ALAN ANDERSON,ALAN ANDERSON2009-2010,2009-2010,1.096479447,568,Euroleague,0,0
ALAN ANDERSON,ALAN ANDERSON2010-2011,2010-2011,1.034664915,272,Euroleague,0,0
ALAN ANDERSON,ALAN ANDERSON2010-2011,2010-2011,0.35163285,712.8,EUR,0,0
ALAN ANDERSON,ALAN ANDERSON2011-2012,2011-2012,-0.1,461,NBA,0,0
ALAN ANDERSON,ALAN ANDERSON2012-2013,2012-2013,0.1,1495,NBA,0,0
ALAN ANDERSON,ALAN ANDERSON2013-2014,2013-2014,-0.4,1773,NBA,0,0
ALAN ANDERSON,ALAN ANDERSON2014-2015,2014-2015,0.2,1744,NBA,0,0
ALAN ANDERSON,ALAN ANDERSON2015-2016,2015-2016,0,192,NBA,0,0
ALAN ANDERSON,ALAN ANDERSON2016-2017,2016-2017,-0.3,308,NBA,0,0
ALAN WILLIAMS,ALAN WILLIAMS2016-2017,2016-2017,0.1,708,NBA,0,0
ALAN WILLIAMS,ALAN WILLIAMS2019-2020,2019-2020,2.69394767,460.4,EUR,0,0
ALAN WILLIAMS,ALAN WILLIAMS2020-2021,2020-2021,1.569090256,239.5,EUR,0,0
ALANDO TUCKER,ALANDO TUCKER2008-2009,2008-2009,-0.2,282,NBA,0,0
ALANDO TUCKER,ALANDO TUCKER2014-2015,2014-2015,0.412610887,467,EUR,0,0
ALANDO TUCKER,ALANDO TUCKER2015-2016,2015-2016,-0.271557032,152,EUR,0,0
ALEC PETERS,ALEC PETERS2017-2018,2017-2018,0,225,NBA,0,0
ALEC PETERS,ALEC PETERS2018-2019,2018-2019,0.94517566,586,Euroleague,0,0
ALEC PETERS,ALEC PETERS2018-2019,2018-2019,0.634965277,310.3,EUR,0,0
ALEC PETERS,ALEC PETERS2019-2020,2019-2020,1.027305801,370,Euroleague,0,0
ALEC PETERS,ALEC PETERS2019-2020,2019-2020,1.28618034,254.8,EUR,0,0
ALEC PETERS,ALEC PETERS2020-2021,2020-2021,1.831789894,785.7,EUR,0,0
ALEC PETERS,ALEC PETERS2020-2021,2020-2021,3.503188326,775,Euroleague,0,0
ALEC PETERS,ALEC PETERS2021-2022,2021-2022,0.876633647,286,Euroleague,0,0
ALEC PETERS,ALEC PETERS2021-2022,2021-2022,1.902408386,608.9,EUR,0,0
ALEX ABRINES,ALEX ABRINES2011-2012,2011-2012,-0.245782756,294.6,EUR,0,0
ALEX ABRINES,ALEX ABRINES2012-2013,2012-2013,-0.035401525,347.8,EUR,0,0
ALEX ABRINES,ALEX ABRINES2012-2013,2012-2013,0.689447007,169,Euroleague,0,0
ALEX ABRINES,ALEX ABRINES2013-2014,2013-2014,0.829064353,465,Euroleague,0,0
ALEX ABRINES,ALEX ABRINES2013-2014,2013-2014,2.332508604,748.3,EUR,0,0
ALEX ABRINES,ALEX ABRINES2014-2015,2014-2015,3.103591599,656.4,EUR,0,0
ALEX ABRINES,ALEX ABRINES2014-2015,2014-2015,1.804994065,417,Euroleague,0,0
ALEX ABRINES,ALEX ABRINES2015-2016,2015-2016,,481,Euroleague,0,0
ALEX ABRINES,ALEX ABRINES2015-2016,2015-2016,3.022256713,720.1,EUR,0,0
ALEX ABRINES,ALEX ABRINES2016-2017,2016-2017,0.1,1055,NBA,0,0
ALEX ABRINES,ALEX ABRINES2017-2018,2017-2018,0.1,1134,NBA,0,0
ALEX ABRINES,ALEX ABRINES2018-2019,2018-2019,-0.2,588,NBA,0,0
ALEX ABRINES,ALEX ABRINES2019-2020,2019-2020,0.872609411,507,EUR,0,0
ALEX ABRINES,ALEX ABRINES2019-2020,2019-2020,1.453785153,370,Euroleague,0,0
ALEX ABRINES,ALEX ABRINES2020-2021,2020-2021,3.46065781,765.7,EUR,0,0
ALEX ABRINES,ALEX ABRINES2020-2021,2020-2021,1.994613844,729,Euroleague,0,0
ALEX ABRINES,ALEX ABRINES2021-2022,2021-2022,0.725903324,190,Euroleague,0,0
ALEX ABRINES,ALEX ABRINES2021-2022,2021-2022,1.391581321,291,EUR,0,0
ALEX ACKER,ALEX ACKER2006-2007,2006-2007,3.106204387,717,Euroleague,0,0
ALEX ACKER,ALEX ACKER2007-2008,2007-2008,0.282588216,381,Euroleague,0,0
ALEX ACKER,ALEX ACKER2007-2008,2007-2008,1.433917012,705.7,EUR,0,0
ALEX ACKER,ALEX ACKER2008-2009,2008-2009,-0.1,199,NBA,0,0
ALEX ACKER,ALEX ACKER2009-2010,2009-2010,0.019635687,312,EUR,0,0
ALEX ACKER,ALEX ACKER2010-2011,2010-2011,3.899419964,944,EUR,0,0
ALEX ACKER,ALEX ACKER2011-2012,2011-2012,2.491092763,1102,EUR,0,0
ALEX ACKER,ALEX ACKER2012-2013,2012-2013,-2.815003025,203,Euroleague,0,0
ALEX ACKER,ALEX ACKER2012-2013,2012-2013,1.073348975,488,EUR,0,0
ALEX ACKER,ALEX ACKER2013-2014,2013-2014,3.678579614,1189,EUR,0,0
ALEX ACKER,ALEX ACKER2014-2015,2014-2015,0.802922036,702,EUR,0,0
ALEX ACKER,ALEX ACKER2015-2016,2015-2016,0.553720585,893,EUR,0,0
ALEX ACKER,ALEX ACKER2016-2017,2016-2017,-0.111581059,425,EUR,0,0
ALEX GARCIA,ALEX GARCIA2004-2005,2004-2005,0,146,NBA,0,0
ALEX GARCIA,ALEX GARCIA2007-2008,2007-2008,0.049605742,428,Euroleague,0,0
ALEX POYTHRESS,ALEX POYTHRESS2016-2017,2016-2017,0,157,NBA,0,0
ALEX POYTHRESS,ALEX POYTHRESS2018-2019,2018-2019,-0.1,305,NBA,0,0
ALEX POYTHRESS,ALEX POYTHRESS2019-2020,2019-2020,-0.900071481,349,EUR,0,0
ALEX POYTHRESS,ALEX POYTHRESS2020-2021,2020-2021,0.470692885,601,Euroleague,0,0
ALEX POYTHRESS,ALEX POYTHRESS2020-2021,2020-2021,1.603376337,336.9,EUR,0,0
ALEX POYTHRESS,ALEX POYTHRESS2021-2022,2021-2022,4.905771841,540.4,EUR,0,0
ALEX POYTHRESS,ALEX POYTHRESS2021-2022,2021-2022,2.522697394,464,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2011-2012,2011-2012,3.74281837,375.4,EUR,0,0
ALEXEY SHVED,ALEXEY SHVED2011-2012,2011-2012,3.826906291,454,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2012-2013,2012-2013,0.1,1840,NBA,0,0
ALEXEY SHVED,ALEXEY SHVED2013-2014,2013-2014,0,664,NBA,0,0
ALEXEY SHVED,ALEXEY SHVED2014-2015,2014-2015,0.9,767,NBA,0,0
ALEXEY SHVED,ALEXEY SHVED2015-2016,2015-2016,5.5629349,883.5,EUR,0,0
ALEXEY SHVED,ALEXEY SHVED2015-2016,2015-2016,,639,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2016-2017,2016-2017,6.120012198,892.8,EUR,0,0
ALEXEY SHVED,ALEXEY SHVED2017-2018,2017-2018,4.27195632,1095,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2017-2018,2017-2018,3.459627758,740.9,EUR,0,0
ALEXEY SHVED,ALEXEY SHVED2018-2019,2018-2019,4.26494125,704.9,EUR,0,0
ALEXEY SHVED,ALEXEY SHVED2018-2019,2018-2019,2.936709958,448,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2019-2020,2019-2020,5.537457171,383.1,EUR,0,0
ALEXEY SHVED,ALEXEY SHVED2019-2020,2019-2020,2.095596622,778,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2020-2021,2020-2021,1.254680085,748,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2020-2021,2020-2021,3.294484085,429.5,EUR,0,0
ALEXEY SHVED,ALEXEY SHVED2021-2022,2021-2022,2.739416255,600,Euroleague,0,0
ALEXEY SHVED,ALEXEY SHVED2021-2022,2021-2022,3.674848611,578,EUR,0,0
ALEXIS AJINCA,ALEXIS AJINCA2007-2008,2007-2008,0.596237481,300,EUR,0,0
ALEXIS AJINCA,ALEXIS AJINCA2008-2009,2008-2009,-0.3,182,NBA,0,0
ALEXIS AJINCA,ALEXIS AJINCA2010-2011,2010-2011,-0.2,340,NBA,0,0
ALEXIS AJINCA,ALEXIS AJINCA2011-2012,2011-2012,1.855797071,424,EUR,0,0
ALEXIS AJINCA,ALEXIS AJINCA2012-2013,2012-2013,2.772300656,875,EUR,0,0
ALEXIS AJINCA,ALEXIS AJINCA2013-2014,2013-2014,2.185934671,229,Euroleague,0,0
ALEXIS AJINCA,ALEXIS AJINCA2013-2014,2013-2014,0.605753804,290,EUR,0,0
ALEXIS AJINCA,ALEXIS AJINCA2013-2014,2013-2014,-0.1,951,NBA,1,0
ALEXIS AJINCA,ALEXIS AJINCA2014-2015,2014-2015,0.4,957,NBA,0,0
ALEXIS AJINCA,ALEXIS AJINCA2015-2016,2015-2016,-0.4,861,NBA,0,0
ALEXIS AJINCA,ALEXIS AJINCA2016-2017,2016-2017,-0.2,584,NBA,0,0
ALLAN RAY,ALLAN RAY2006-2007,2006-2007,-0.1,710,NBA,0,0
ALLAN RAY,ALLAN RAY2007-2008,2007-2008,-1.431448754,379,Euroleague,0,0
ALLAN RAY,ALLAN RAY2007-2008,2007-2008,1.538240341,514,EUR,0,0
ALLAN RAY,ALLAN RAY2008-2009,2008-2009,0.774112403,644,EUR,0,0
ALLAN RAY,ALLAN RAY2010-2011,2010-2011,-1.21027654,745,EUR,0,0
ALLAN RAY,ALLAN RAY2011-2012,2011-2012,0.978822269,638,EUR,0,0
ALLAN RAY,ALLAN RAY2013-2014,2013-2014,-0.274216233,425,EUR,0,0
ALLAN RAY,ALLAN RAY2014-2015,2014-2015,2.321991526,925,EUR,0,0
ALPEREN SENGUN,ALPEREN SENGUN2019-2020,2019-2020,0.341847175,296.7,EUR,0,0
ALPEREN SENGUN,ALPEREN SENGUN2020-2021,2020-2021,6.382204383,953.5,EUR,0,0
ALPEREN SENGUN,ALPEREN SENGUN2021-2022,2021-2022,0.4,1489,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2002-2003,2002-2003,-0.217224777,298,Euroleague,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2003-2004,2003-2004,1.785549691,388,Euroleague,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2003-2004,2003-2004,1.442350972,542,EUR,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2004-2005,2004-2005,0.5,863,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2005-2006,2005-2006,0.2,760,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2006-2007,2006-2007,1,1932,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2007-2008,2007-2008,-0.2,1320,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2008-2009,2008-2009,1.5,2306,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2009-2010,2009-2010,1.8,2166,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2010-2011,2010-2011,0.3,994,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2011-2012,2011-2012,0.6,785,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2012-2013,2012-2013,1.3,901,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2013-2014,2013-2014,1.6,1800,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2014-2015,2014-2015,0.4,636,NBA,0,0
ANDERSON VAREJAO,ANDERSON VAREJAO2015-2016,2015-2016,-0.1,496,NBA,0,0
ANDRE BARRETT,ANDRE BARRETT2004-2005,2004-2005,-0.1,483,NBA,0,0
ANDRE BARRETT,ANDRE BARRETT2005-2006,2005-2006,-0.1,282,NBA,0,0
ANDRE BARRETT,ANDRE BARRETT2008-2009,2008-2009,0.452463713,172,Euroleague,0,0
ANDRE BARRETT,ANDRE BARRETT2008-2009,2008-2009,0.245309504,306.9,EUR,0,0
ANDRE BARRETT,ANDRE BARRETT2011-2012,2011-2012,1.507186361,435,EUR,0,0
ANDRE BROWN,ANDRE BROWN2004-2005,2004-2005,-0.384383641,289,EUR,0,0
ANDRE BROWN,ANDRE BROWN2006-2007,2006-2007,-0.2,271,NBA,0,0
ANDRE BROWN,ANDRE BROWN2007-2008,2007-2008,-0.2,286,NBA,0,0
ANDRE OWENS,ANDRE OWENS2002-2003,2002-2003,0.62647194,479,Euroleague,0,0
ANDRE OWENS,ANDRE OWENS2003-2004,2003-2004,-0.469542653,226,Euroleague,0,0
ANDRE OWENS,ANDRE OWENS2004-2005,2004-2005,-0.221626022,659,EUR,0,0
ANDRE OWENS,ANDRE OWENS2005-2006,2005-2006,0.692565203,1000,EUR,0,0
ANDRE OWENS,ANDRE OWENS2005-2006,2005-2006,-0.3,210,NBA,0,0
ANDRE OWENS,ANDRE OWENS2006-2007,2006-2007,-3.112084538,973,EUR,0,0
ANDRE OWENS,ANDRE OWENS2007-2008,2007-2008,0.1,392,NBA,0,0
ANDRE OWENS,ANDRE OWENS2010-2011,2010-2011,-0.777679329,276.1,EUR,0,0
ANDREA BARGNANI,ANDREA BARGNANI2004-2005,2004-2005,1.518072986,414,EUR,0,0
ANDREA BARGNANI,ANDREA BARGNANI2005-2006,2005-2006,1.671248118,381,Euroleague,0,0
ANDREA BARGNANI,ANDREA BARGNANI2005-2006,2005-2006,3.478345238,1147,EUR,0,0
ANDREA BARGNANI,ANDREA BARGNANI2006-2007,2006-2007,0.1,1629,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2007-2008,2007-2008,-0.8,1861,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2008-2009,2008-2009,0.7,2453,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2009-2010,2009-2010,0.9,2799,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2010-2011,2010-2011,0.4,2353,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2011-2012,2011-2012,0.8,1032,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2012-2013,2012-2013,-0.2,1003,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2013-2014,2013-2014,-0.1,1257,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2014-2015,2014-2015,0.2,785,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2015-2016,2015-2016,-0.5,634,NBA,0,0
ANDREA BARGNANI,ANDREA BARGNANI2016-2017,2016-2017,-0.726325327,241,Euroleague,0,0
ANDREA BARGNANI,ANDREA BARGNANI2016-2017,2016-2017,0.445693196,293.3,EUR,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2001-2002,2001-2002,3.1,2151,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2002-2003,2002-2003,4.4,2213,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2003-2004,2003-2004,7.2,2895,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2004-2005,2004-2005,3.8,1349,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2005-2006,2005-2006,5.6,2604,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2006-2007,2006-2007,3,2049,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2007-2008,2007-2008,4,2217,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2008-2009,2008-2009,2.2,1831,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2009-2010,2009-2010,3,1681,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2010-2011,2010-2011,2.1,1999,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2011-2012,2011-2012,5.076424786,287.1,EUR,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2011-2012,2011-2012,7.76019234,509,Euroleague,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2012-2013,2012-2013,2.9,2034,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2013-2014,2013-2014,0.4,857,NBA,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2014-2015,2014-2015,1.649844779,212,Euroleague,0,0
ANDREI KIRILENKO,ANDREI KIRILENKO2014-2015,2014-2015,2.101213604,198.1,EUR,1,0
ANDRES NOCIONI,ANDRES NOCIONI2001-2002,2001-2002,1.921399143,409,Euroleague,0,0
ANDRES NOCIONI,ANDRES NOCIONI2002-2003,2002-2003,3.101523553,552,Euroleague,0,0
ANDRES NOCIONI,ANDRES NOCIONI2003-2004,2003-2004,2.842569908,1115.1,EUR,0,0
ANDRES NOCIONI,ANDRES NOCIONI2003-2004,2003-2004,1.319853599,412,Euroleague,0,0
ANDRES NOCIONI,ANDRES NOCIONI2004-2005,2004-2005,0,1892,NBA,0,0
ANDRES NOCIONI,ANDRES NOCIONI2005-2006,2005-2006,2.1,2239,NBA,0,0
ANDRES NOCIONI,ANDRES NOCIONI2006-2007,2006-2007,1,1406,NBA,0,0
ANDRES NOCIONI,ANDRES NOCIONI2007-2008,2007-2008,0.6,2021,NBA,0,0
ANDRES NOCIONI,ANDRES NOCIONI2008-2009,2008-2009,0,1991,NBA,0,0
ANDRES NOCIONI,ANDRES NOCIONI2009-2010,2009-2010,-0.1,1477,NBA,0,0
ANDRES NOCIONI,ANDRES NOCIONI2010-2011,2010-2011,-0.1,931,NBA,0,0
ANDRES NOCIONI,ANDRES NOCIONI2011-2012,2011-2012,0.443272861,232.9,EUR,1,0
ANDRES NOCIONI,ANDRES NOCIONI2012-2013,2012-2013,3.138921275,887.4,EUR,0,0
ANDRES NOCIONI,ANDRES NOCIONI2012-2013,2012-2013,0.027280585,657,Euroleague,0,0
ANDRES NOCIONI,ANDRES NOCIONI2013-2014,2013-2014,2.57625597,553,Euroleague,0,0
ANDRES NOCIONI,ANDRES NOCIONI2013-2014,2013-2014,2.813907031,824.2,EUR,0,0
ANDRES NOCIONI,ANDRES NOCIONI2014-2015,2014-2015,1.897988717,722.4,EUR,0,0
ANDRES NOCIONI,ANDRES NOCIONI2014-2015,2014-2015,0.713538676,514,Euroleague,0,0
ANDRES NOCIONI,ANDRES NOCIONI2015-2016,2015-2016,1.368615481,529.4,EUR,0,0
ANDRES NOCIONI,ANDRES NOCIONI2015-2016,2015-2016,,333,Euroleague,0,0
ANDRES NOCIONI,ANDRES NOCIONI2016-2017,2016-2017,0.523643989,412.6,EUR,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2011-2012,2011-2012,-0.3,419,NBA,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2013-2014,2013-2014,6.32881627,568,EUR,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2014-2015,2014-2015,1.319701572,877,EUR,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2014-2015,2014-2015,4.370850709,865,Euroleague,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2016-2017,2016-2017,2.28991567,573,Euroleague,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2017-2018,2017-2018,-0.408685981,656,Euroleague,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2017-2018,2017-2018,2.812914563,996,EUR,0,0
ANDREW GOUDELOCK,ANDREW GOUDELOCK2021-2022,2021-2022,1.122221219,732.4,EUR,0,0
ANDREW WHITE,ANDREW WHITE2017-2018,2017-2018,-0.2,209,NBA,0,0
ANDREW WHITE,ANDREW WHITE2021-2022,2021-2022,-0.789156167,458.1,EUR,0,0
ANSU SESAY,ANSU SESAY2001-2002,2001-2002,0,142,NBA,0,0
ANSU SESAY,ANSU SESAY2002-2003,2002-2003,-0.4,448,NBA,0,0
ANSU SESAY,ANSU SESAY2003-2004,2003-2004,-0.1,583,NBA,0,0
ANSU SESAY,ANSU SESAY2004-2005,2004-2005,0.4111222,590,EUR,1,0
ANSU SESAY,ANSU SESAY2005-2006,2005-2006,1.701962735,1285,EUR,0,0
ANSU SESAY,ANSU SESAY2006-2007,2006-2007,-0.304985375,368,Euroleague,0,0
ANSU SESAY,ANSU SESAY2006-2007,2006-2007,1.551712491,1122,EUR,0,0
ANSU SESAY,ANSU SESAY2007-2008,2007-2008,1.119804508,1204,EUR,0,0
ANSU SESAY,ANSU SESAY2007-2008,2007-2008,1.114937808,416,Euroleague,0,0
ANSU SESAY,ANSU SESAY2008-2009,2008-2009,-0.10477783,401,Euroleague,0,0
ANSU SESAY,ANSU SESAY2009-2010,2009-2010,-0.389483834,385,EUR,0,0
ANTE ZIZIC,ANTE ZIZIC2014-2015,2014-2015,0.706009285,387,EUR,0,0
ANTE ZIZIC,ANTE ZIZIC2015-2016,2015-2016,2.455504449,560,EUR,0,0
ANTE ZIZIC,ANTE ZIZIC2016-2017,2016-2017,0.854879402,437,Euroleague,0,0
ANTE ZIZIC,ANTE ZIZIC2016-2017,2016-2017,2.053016113,761.4,EUR,0,0
ANTE ZIZIC,ANTE ZIZIC2017-2018,2017-2018,0.2,214,NBA,0,0
ANTE ZIZIC,ANTE ZIZIC2018-2019,2018-2019,-0.3,1082,NBA,0,0
ANTE ZIZIC,ANTE ZIZIC2019-2020,2019-2020,-0.1,221,NBA,0,0
ANTE ZIZIC,ANTE ZIZIC2020-2021,2020-2021,1.154847456,676,Euroleague,0,0
ANTE ZIZIC,ANTE ZIZIC2021-2022,2021-2022,2.835364967,654,Euroleague,0,0
ANTHONY BENNETT,ANTHONY BENNETT2013-2014,2013-2014,-0.9,663,NBA,0,0
ANTHONY BENNETT,ANTHONY BENNETT2014-2015,2014-2015,-0.4,894,NBA,0,0
ANTHONY BENNETT,ANTHONY BENNETT2016-2017,2016-2017,0.268091808,161.6,EUR,1,0
ANTHONY BENNETT,ANTHONY BENNETT2016-2017,2016-2017,0,264,NBA,0,0
ANTHONY BROWN,ANTHONY BROWN2015-2016,2015-2016,-0.5,599,NBA,0,0
ANTHONY BROWN,ANTHONY BROWN2016-2017,2016-2017,-0.1,159,NBA,0,0
ANTHONY BROWN,ANTHONY BROWN2019-2020,2019-2020,0.881360095,466.1,EUR,0,0
ANTHONY BROWN,ANTHONY BROWN2020-2021,2020-2021,2.02826051,1006,EUR,0,0
ANTHONY CARTER,ANTHONY CARTER2000-2001,2000-2001,0,1630,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2001-2002,2001-2002,-0.3,1050,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2002-2003,2002-2003,-0.4,912,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2004-2005,2004-2005,0,742,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2005-2006,2005-2006,0,589,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2006-2007,2006-2007,1.08001825,350,EUR,0,0
ANTHONY CARTER,ANTHONY CARTER2007-2008,2007-2008,1,1960,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2008-2009,2008-2009,0.3,1787,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2009-2010,2009-2010,0.3,859,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2010-2011,2010-2011,-0.1,463,NBA,0,0
ANTHONY CARTER,ANTHONY CARTER2011-2012,2011-2012,-0.1,209,NBA,0,0
ANTHONY GILL,ANTHONY GILL2016-2017,2016-2017,3.461346291,928.7,EUR,0,0
ANTHONY GILL,ANTHONY GILL2017-2018,2017-2018,1.733503108,531.4,EUR,0,0
ANTHONY GILL,ANTHONY GILL2017-2018,2017-2018,1.984349143,828,Euroleague,0,0
ANTHONY GILL,ANTHONY GILL2018-2019,2018-2019,0.988958251,148.2,EUR,0,0
ANTHONY GILL,ANTHONY GILL2018-2019,2018-2019,0.56217139,347,Euroleague,0,0
ANTHONY GILL,ANTHONY GILL2019-2020,2019-2020,1.549620607,473,Euroleague,0,0
ANTHONY GILL,ANTHONY GILL2019-2020,2019-2020,1.823809657,284.1,EUR,0,0
ANTHONY GILL,ANTHONY GILL2020-2021,2020-2021,0,218,NBA,0,0
ANTHONY GILL,ANTHONY GILL2021-2022,2021-2022,0,463,NBA,0,0
ANTHONY GOLDWIRE,ANTHONY GOLDWIRE2000-2001,2000-2001,0,201,NBA,0,0
ANTHONY GOLDWIRE,ANTHONY GOLDWIRE2001-2002,2001-2002,-1.199209649,257,Euroleague,0,0
ANTHONY GOLDWIRE,ANTHONY GOLDWIRE2004-2005,2004-2005,0.5,537,NBA,0,0
ANTHONY PARKER,ANTHONY PARKER2001-2002,2001-2002,4.035698068,692,Euroleague,0,0
